OMS_SKU,OMS_Inventory,Buffer_Stock,Amazon_Inventory,FBA_InTransit,Myntra_Other_Inventory,Flipkart_Inventory,Marketplace_Total,Total_Inventory,Manual_InTransit,Not_In_Inventory_Qty,Sold_Units,Return_Units,Net_Units,Return_Overlay_Units,Ship_Units_150d,Lead_Time_Days,PO_Block_Reason,Eff_Days,Eff_Days_Inventory,Inv_Coverage_Days,Recent_ADS,Flat30_ADS,LY_Sold_Units,LY_Net_Units,LY_ADS,Seasonal_Month_ADS,ADS,Gross_PO_Qty,PO_Pipeline_Total,PO_Qty_Ordered,Pending_Cutting,Balance_to_Dispatch,Days_Left,SKU_Sheet_Status,SKU_Sheet_Closed,Lead_Time_From_Status_Sheet,PO_Confirmed_Raise_Pipeline,PO_Raised_Yesterday,PO_Raised_Today,PO_Last_Raised_Qty,PO_Raised_On_View_Date,PO_Last_Raised_Date,PO_Pipeline_Effective,PO_Qty,Stockout_Flag,Priority,Parent_SKU,Cutting_Ratio,Projected_Running_Days,Post_PO_Cover_Days_Capped,Suggest_Close_SKU,Bundle_Size,Cutting_Source,Cut_From_Siblings,PO_Cutting_Note,Oct-Dec 2024,Jan-Mar 2025,Apr-Jun 2025,Jul-Sep 2025,Oct-Dec 2025,Jan-Mar 2026,Apr-Jun 2026,Jul-Sep 2026
1325YKMULTI-8XL,26.0,3.0,5.0,0.0,0.0,5.0,10.0,36.0,0,0,10,0.0,10,0,43,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.357,0.333,15.0,12.0,0.5,0.283,0.333,0,31,0,30,1,108.1,High selling,False,True,0,0,0,0,0,,31,0,,🔄 In Pipeline,1325YKMULTI,0.0,201.2,201.2,,,,,,0,0,26,26,21,42,25,2
1325YKMULTI-L,42.0,4.0,7.0,0.0,0.0,0.0,11.0,53.0,0,4,6,0.0,6,0,45,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.214,0.2,16.0,11.0,0.533,0.359,0.359,0,69,0,60,9,147.6,High selling,False,True,0,0,0,0,0,,69,0,,🔄 In Pipeline,1325YKMULTI,0.0,339.8,339.8,,,,,,48,36,46,33,20,18,31,1
1325YKMULTI-M,33.0,4.0,2.0,0.0,0.0,0.0,9.0,42.0,0,7,7,1.0,6,0,39,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.25,0.233,15.0,12.0,0.5,0.25,0.25,0,60,0,60,0,168.0,High selling,False,True,0,0,0,0,0,,60,0,,🔄 In Pipeline,1325YKMULTI,0.0,408.0,408.0,,,,,,29,29,28,23,8,21,20,2
1325YKMULTI-S,21.0,3.0,4.0,0.0,0.0,0.0,4.0,25.0,0,0,3,0.0,3,0,20,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.107,0.1,5.0,2.0,0.167,0.054,0.137,0,30,0,30,0,182.5,High selling,False,True,0,0,0,0,0,,30,0,,🔄 In Pipeline,1325YKMULTI,0.0,401.5,401.5,,,,,,22,15,11,5,3,19,4,0
1325YKMULTI-XL,29.0,8.0,5.0,0.0,0.0,0.0,5.0,34.0,0,0,13,0.0,13,0,65,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.464,0.4,13.0,10.0,0.433,0.239,0.433,0,65,0,60,5,78.5,High selling,False,True,0,0,0,0,0,,65,0,,🔄 In Pipeline,1325YKMULTI,0.0,228.6,228.6,,,,,,71,43,37,22,15,37,38,4
1325YKMULTI-XS,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,2,0.0,2,0,12,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.071,0.067,4.0,1.0,0.133,0.065,0.102,0,20,0,20,0,58.8,High selling,False,True,0,0,0,0,0,,20,0,,🔄 In Pipeline,1325YKMULTI,0.0,254.9,254.9,,,,,,1,6,10,6,2,4,8,1
1325YKMULTI-XXL,19.0,11.0,12.0,0.0,0.0,5.0,26.0,45.0,0,9,11,0.0,11,0,69,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.393,0.333,14.0,12.0,0.467,0.304,0.367,0,50,0,50,0,122.6,High selling,False,True,0,0,0,0,0,,50,0,,🔄 In Pipeline,1325YKMULTI,0.0,258.9,258.9,,,,,,55,51,41,28,20,42,38,5
1326YKBLUE-3XL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,0,45,SKU marked closed on status sheet,28.0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,999.0,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1326YKBLUE,0.0,999.0,999.0,Closed on sheet — run down stock (no new PO).,,,,,0,0,0,0,0,0,0,0
1326YKBLUE-L,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,0,45,SKU marked closed on status sheet,28.0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,999.0,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1326YKBLUE,0.0,999.0,999.0,Closed on sheet — run down stock (no new PO).,,,,,0,2,0,0,0,0,0,0
1326YKBLUE-XL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,0,45,SKU marked closed on status sheet,28.0,28,28,0.0,0.0,2.0,2.0,0.067,0.011,0.034,0,0,0,0,0,29.4,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1326YKBLUE,0.0,29.4,29.4,Closed on sheet — run down stock (no new PO).,,,,,0,1,2,1,0,0,0,0
1327YKMULTI-L,26.0,10.0,4.0,0.0,0.0,0.0,6.0,32.0,2,0,1,0.0,1,0,16,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; Doubt SKU — no PO recommendation,28.0,28,28,0.036,0.033,7.0,3.0,0.233,0.174,0.174,0,0,0,0,0,183.9,Doubt,False,True,0,0,0,0,0,,0,0,,⚪ OK,1327YKMULTI,0.0,183.9,183.9,,,,,,15,40,39,16,3,7,11,0
1327YKMULTI-M,16.0,5.0,3.0,0.0,0.0,0.0,3.0,19.0,0,0,3,0.0,3,0,19,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; Doubt SKU — no PO recommendation,28.0,28,28,0.107,0.1,6.0,6.0,0.25,0.25,0.25,0,0,0,0,0,76.0,Doubt,False,True,0,0,0,0,0,,0,0,,⚪ OK,1327YKMULTI,0.0,76.0,76.0,,,,,,36,35,40,23,10,7,14,1
1327YKMULTI-S,11.0,4.0,0.0,0.0,0.0,0.0,2.0,13.0,2,0,2,0.0,2,0,15,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; Doubt SKU — no PO recommendation,28.0,28,28,0.071,0.067,2.0,1.0,0.152,0.152,0.152,0,0,0,0,0,85.5,Doubt,False,True,0,0,0,0,0,,0,0,,⚪ OK,1327YKMULTI,0.0,85.5,85.5,,,,,,19,32,21,14,3,7,9,0
1327YKMULTI-XL,28.0,7.0,5.0,0.0,0.0,0.0,5.0,33.0,0,0,1,0.0,1,0,16,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; Doubt SKU — no PO recommendation,28.0,28,28,0.036,0.033,4.0,4.0,0.133,0.098,0.098,0,0,0,0,0,336.7,Doubt,False,True,0,0,0,0,0,,0,0,,⚪ OK,1327YKMULTI,0.0,336.7,336.7,,,,,,24,30,21,9,3,8,9,0
1327YKMULTI-XS,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0.0,0,0,5,45,Doubt SKU — no PO recommendation,28.0,28,28,0.0,0.0,4.0,4.0,0.133,0.087,0.087,0,0,0,0,0,57.5,Doubt,False,True,0,0,0,0,0,,0,0,,⚪ OK,1327YKMULTI,0.0,57.5,57.5,,,,,,4,12,9,8,6,0,5,0
1327YKMULTI-XXL,26.0,10.0,7.0,0.0,0.0,0.0,7.0,33.0,0,0,1,0.0,1,0,13,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; Doubt SKU — no PO recommendation,28.0,28,28,0.036,0.033,2.0,2.0,0.067,0.065,0.065,0,0,0,0,0,507.7,Doubt,False,True,0,0,0,0,0,,0,0,,⚪ OK,1327YKMULTI,0.0,507.7,507.7,,,,,,11,20,7,6,3,3,11,0
1328YKBLUE-M,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,1,0,4,45,SKU marked closed on status sheet,28.0,28,28,0.036,0.033,0.0,0.0,0.0,0.0,0.036,0,0,0,0,0,27.8,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1328YKBLUE,0.0,27.8,27.8,Closed on sheet — run down stock (no new PO).,,,,,5,4,0,0,0,1,2,1
1328YKBLUE-S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,1,0,1,45,SKU marked closed on status sheet,2.0,2,28,0.5,0.033,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,2.0,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1328YKBLUE,0.0,2.0,2.0,Closed on sheet — run down stock (no new PO).,,,,,5,7,1,0,1,0,1,0
132YK252MUSTARD-S,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,3,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; SKU marked closed on status sheet,28.0,28,28,0.0,0.0,1.0,1.0,0.033,0.0,0.016,0,0,0,0,0,62.5,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,132YK252MUSTARD,0.0,62.5,62.5,Closed on sheet — run down stock (no new PO).,,,,,1,0,1,0,0,2,1,0
1330YKBLUE-3XL,4.0,4.0,15.0,0.0,0.0,1.0,20.0,24.0,4,0,38,0.0,38,0,275,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,0.0,0,28,0.0,1.167,48.0,42.0,1.75,1.75,1.75,0,321,0,0,321,13.7,High selling,False,True,0,0,0,0,0,,321,0,,🔄 In Pipeline,1330YKBLUE,0.0,197.1,197.1,,,,,,68,150,128,161,133,198,134,18
1330YKBLUE-4XL,8.0,8.0,10.0,0.0,2.0,0.0,18.0,26.0,6,0,22,0.0,22,0,251,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,11.0,11,28,2.0,0.733,38.0,31.0,1.272,1.272,1.272,0,256,0,0,256,20.4,High selling,False,True,0,0,0,0,0,,256,0,,🔄 In Pipeline,1330YKBLUE,0.0,221.7,221.7,,,,,,67,112,121,117,74,142,150,13
1330YKBLUE-5XL,1.0,1.0,16.0,0.0,0.0,0.0,16.0,17.0,0,0,22,0.0,22,0,263,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,0.0,0,28,0.0,0.733,41.0,34.0,1.533,1.533,1.533,0,349,0,0,349,11.1,High selling,False,True,0,0,0,0,0,,349,0,,🔄 In Pipeline,1330YKBLUE,0.0,238.7,238.7,,,,,,59,118,124,141,109,212,120,15
1330YKBLUE-6XL,4.0,4.0,16.0,0.0,0.0,0.0,17.0,21.0,0,1,29,0.0,29,0,158,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,3.0,3,28,9.667,0.933,21.0,17.0,0.7,0.554,0.967,0,72,0,0,72,21.7,High selling,False,True,0,0,0,0,0,,72,0,,🔄 In Pipeline,1330YKBLUE,0.0,96.2,96.2,,,,,,22,42,28,51,46,103,89,10
1330YKBLUE-7XL,4.0,4.0,9.0,0.0,0.0,0.0,9.0,13.0,0,0,8,0.0,8,0,129,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,16.0,16,28,0.5,0.233,20.0,17.0,0.674,0.674,0.674,0,214,0,0,214,19.3,High selling,False,True,0,0,0,0,0,,214,0,,🔄 In Pipeline,1330YKBLUE,0.0,336.8,336.8,,,,,,15,40,28,62,55,82,57,5
1330YKBLUE-8XL,2.0,2.0,4.0,0.0,0.0,0.0,4.0,6.0,0,0,18,2.0,16,0,115,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,23.0,23,28,0.783,0.433,25.0,21.0,0.848,0.848,0.848,0,102,0,0,102,7.1,High selling,False,True,0,0,0,0,0,,102,0,,🔄 In Pipeline,1330YKBLUE,0.0,127.4,127.4,,,,,,16,70,33,78,68,86,67,8
1330YKBLUE-L,8.0,8.0,29.0,0.0,0.0,4.0,33.0,41.0,0,0,64,1.0,63,0,443,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,7.0,7,28,9.143,1.967,43.0,34.0,1.793,1.793,2.133,0,358,0,0,358,19.2,High selling,False,True,0,0,0,0,0,,358,0,,🔄 In Pipeline,1330YKBLUE,0.0,187.1,187.1,,,,,,35,95,137,165,124,233,268,22
1330YKBLUE-S,17.0,5.0,11.0,0.0,1.0,0.0,14.0,31.0,2,0,22,1.0,21,0,196,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,8.0,8,28,2.75,0.7,14.0,10.0,0.511,0.511,0.733,0,201,0,0,201,42.3,High selling,False,True,0,0,0,0,0,,201,0,,🔄 In Pipeline,1330YKBLUE,0.0,316.5,316.5,,,,,,14,44,47,47,54,86,130,8
1330YKBLUE-XL,4.0,4.0,8.0,0.0,1.0,1.0,16.0,20.0,6,0,52,0.0,52,0,393,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,30.0,0,28,1.733,1.467,52.0,41.0,1.733,1.674,1.733,0,292,0,0,292,11.5,High selling,False,True,0,0,0,0,0,,292,0,,🔄 In Pipeline,1330YKBLUE,0.0,180.0,180.0,,,,,,54,119,157,154,144,244,209,22
1330YKBLUE-XS,8.0,5.0,8.0,0.0,0.0,0.0,10.0,18.0,2,0,10,0.0,10,0,92,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.357,0.3,12.0,11.0,0.424,0.424,0.424,0,60,0,0,60,42.5,High selling,False,True,0,0,0,0,0,,60,0,,🔄 In Pipeline,1330YKBLUE,0.0,184.0,184.0,,,,,,2,15,18,39,24,56,53,8
1330YKBLUE-XXL,6.0,6.0,4.0,0.0,0.0,0.0,4.0,10.0,0,0,19,0.0,19,0,300,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,1.0,1,28,19.0,0.6,56.0,49.0,1.867,1.826,1.826,0,262,0,0,262,5.5,High selling,False,True,0,0,0,0,0,,262,0,,🔄 In Pipeline,1330YKBLUE,0.0,149.0,149.0,,,,,,68,122,150,168,94,211,167,11
1331YKORANGE-L,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2,0,2,0.0,2,0,64,45,,28.0,28,28,0.071,0.067,9.0,5.0,0.3,0.239,0.239,40,0,0,0,0,16.7,High selling,False,True,0,0,0,0,0,,0,40,,🔴 URGENT,1331YKORANGE,0.138,16.7,184.1,,,,,,16,27,41,22,31,52,29,0
1331YKORANGE-M,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2,0,1,0.0,1,0,49,45,,28.0,28,28,0.036,0.033,20.0,10.0,0.667,0.348,0.351,70,0,0,0,0,8.5,High selling,False,True,0,0,0,0,0,,0,70,,🔴 URGENT,1331YKORANGE,0.241,8.5,208.0,,,,,,16,33,65,32,42,46,16,1
1331YKORANGE-S,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,0.0,1,0,48,45,,5.0,5,28,0.2,0.033,22.0,17.0,0.733,0.272,0.466,70,14,0,0,14,6.4,High selling,False,True,0,0,0,0,0,,14,70,,🔴 URGENT,1331YKORANGE,0.241,36.5,186.7,,,,,,16,27,44,25,25,41,21,0
1331YKORANGE-XL,5.0,5.0,3.0,0.0,0.0,0.0,10.0,15.0,7,0,9,1.0,8,0,74,45,,22.0,22,28,0.409,0.233,12.0,6.0,0.4,0.272,0.3,40,0,0,0,0,50.0,High selling,False,True,0,0,0,0,0,,0,40,,🟢 MEDIUM,1331YKORANGE,0.138,50.0,183.3,,,,,,13,34,33,25,27,38,45,1
1331YKORANGE-XXL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2,0,4,0.0,4,0,61,45,,10.0,10,28,0.4,0.067,9.0,6.0,0.3,0.228,0.35,70,0,0,0,0,5.7,High selling,False,True,0,0,0,0,0,,0,70,,🔴 URGENT,1331YKORANGE,0.241,5.7,205.7,,,,,,17,18,32,21,27,43,34,1
1332YKKHAKI-3XL,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,0,9,1.0,8,0,43,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,10.0,10,28,0.9,0.3,11.0,11.0,0.367,0.315,0.315,0,65,0,65,0,6.3,High selling,False,True,0,0,0,0,0,,65,0,,🔄 In Pipeline,1332YKKHAKI,0.0,212.7,212.7,,,,,,1,27,22,29,22,32,26,2
1332YKKHAKI-4XL,3.0,3.0,1.0,0.0,0.0,0.0,3.0,6.0,2,0,5,0.0,5,0,39,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.179,0.133,14.0,12.0,0.467,0.457,0.457,0,100,0,100,0,13.1,High selling,False,True,0,0,0,0,0,,100,0,,🔄 In Pipeline,1332YKKHAKI,0.0,231.9,231.9,,,,,,0,19,34,42,30,34,21,2
1332YKKHAKI-5XL,20.0,10.0,18.0,0.0,0.0,0.0,23.0,43.0,5,0,9,0.0,9,0,85,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.321,0.3,18.0,14.0,0.6,0.554,0.554,0,161,0,161,0,77.6,High selling,False,True,0,0,0,0,0,,161,0,,🔄 In Pipeline,1332YKKHAKI,0.0,368.2,368.2,,,,,,0,32,46,51,27,45,54,3
1332YKKHAKI-6XL,22.0,6.0,14.0,0.0,0.0,0.0,17.0,39.0,3,0,10,0.0,10,0,50,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,17.0,17,28,0.588,0.333,10.0,10.0,0.333,0.152,0.333,0,70,0,70,0,117.1,High selling,False,True,0,0,0,0,0,,70,0,,🔄 In Pipeline,1332YKKHAKI,0.0,327.3,327.3,,,,,,0,0,20,14,18,25,36,0
1332YKKHAKI-7XL,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,2,0.0,2,0,37,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.071,0.067,9.0,6.0,0.3,0.141,0.186,0,89,0,89,0,21.5,High selling,False,True,0,0,0,0,0,,89,0,,🔄 In Pipeline,1332YKKHAKI,0.0,500.0,500.0,,,,,,0,0,13,13,16,23,21,0
1332YKKHAKI-8XL,4.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,2,0,4,0.0,4,0,37,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.143,0.1,7.0,5.0,0.233,0.228,0.228,0,64,0,60,4,26.3,High selling,False,True,0,0,0,0,0,,64,0,,🔄 In Pipeline,1332YKKHAKI,0.0,307.0,307.0,,,,,,0,0,14,21,12,31,17,1
1332YKKHAKI-L,9.0,6.0,4.0,0.0,0.0,0.0,4.0,13.0,0,0,2,0.0,2,0,20,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.071,0.067,9.0,5.0,0.3,0.163,0.186,0,45,0,45,0,69.9,High selling,False,True,0,0,0,0,0,,45,0,,🔄 In Pipeline,1332YKKHAKI,0.0,311.8,311.8,,,,,,3,8,20,15,7,11,11,2
1332YKKHAKI-M,25.0,4.0,3.0,0.0,0.0,0.0,3.0,28.0,0,0,8,0.0,8,0,20,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.286,0.233,8.0,8.0,0.267,0.109,0.267,0,15,0,15,0,104.9,High selling,False,True,0,0,0,0,0,,15,0,,🔄 In Pipeline,1332YKKHAKI,0.0,161.0,161.0,,,,,,6,7,10,10,6,7,16,0
1332YKKHAKI-S,12.0,3.0,2.0,0.0,0.0,0.0,2.0,14.0,0,0,3,0.0,3,0,8,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.107,0.1,1.0,1.0,0.033,0.033,0.1,0,30,0,30,0,140.0,High selling,False,True,0,0,0,0,0,,30,0,,🔄 In Pipeline,1332YKKHAKI,0.0,440.0,440.0,,,,,,0,7,1,3,2,2,7,0
1332YKKHAKI-XL,40.0,5.0,9.0,0.0,0.0,0.0,9.0,49.0,0,0,6,0.0,6,0,26,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.214,0.2,8.0,6.0,0.267,0.174,0.2,0,9,0,9,0,245.0,High selling,False,True,0,0,0,0,0,,9,0,,🔄 In Pipeline,1332YKKHAKI,0.0,290.0,290.0,,,,,,1,13,22,16,12,15,14,0
1332YKKHAKI-XS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,0,45,,28.0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,999.0,High selling,False,True,0,0,0,0,0,,0,0,,⚪ OK,1332YKKHAKI,0.0,999.0,999.0,Low movement vs siblings — consider closing.,,,,,0,0,0,0,0,0,0,0
1332YKKHAKI-XXL,2.0,1.0,3.0,0.0,0.0,0.0,3.0,5.0,0,0,11,0.0,11,0,56,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,5.0,5,28,2.2,0.367,13.0,12.0,0.433,0.391,0.391,0,55,0,55,0,12.8,High selling,False,True,0,0,0,0,0,,55,0,,🔄 In Pipeline,1332YKKHAKI,0.0,153.5,153.5,,,,,,0,9,34,36,29,28,30,5
1333YKBLUE-M,7.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,3,0.0,3,0,8,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; SKU marked closed on status sheet,28.0,28,28,0.107,0.1,2.0,2.0,0.067,0.033,0.1,0,0,0,0,0,70.0,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1333YKBLUE,0.0,70.0,70.0,Closed on sheet — run down stock (no new PO).,,,,,0,4,3,3,1,1,8,0
1333YKBLUE-S,15.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,1,0.0,1,0,8,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; SKU marked closed on status sheet,28.0,28,28,0.036,0.033,0.0,0.0,0.0,0.0,0.036,0,0,0,0,0,416.7,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1333YKBLUE,0.0,416.7,416.7,Closed on sheet — run down stock (no new PO).,,,,,1,2,4,0,0,2,6,0
1334YKWHITE-L,27.0,9.0,2.0,0.0,0.0,0.0,2.0,29.0,0,0,1,0.0,1,0,6,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; Sales after closed — no new PO,28.0,28,28,0.036,0.033,1.0,1.0,0.033,0.011,0.034,0,0,0,0,0,852.9,Sales After Closed,False,True,0,0,0,0,0,,0,0,,⚪ OK,1334YKWHITE,0.0,852.9,852.9,,,,,,0,2,2,1,1,4,1,1
1334YKWHITE-M,31.0,9.0,1.0,0.0,0.0,0.0,1.0,32.0,0,0,0,0.0,0,0,2,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; Sales after closed — no new PO,28.0,28,28,0.0,0.0,1.0,1.0,0.033,0.022,0.022,0,0,0,0,0,1454.5,Sales After Closed,False,True,0,0,0,0,0,,0,0,,⚪ OK,1334YKWHITE,0.0,1454.5,1454.5,,,,,,1,0,3,2,0,3,0,0
1334YKWHITE-S,8.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,0,0.0,0,0,4,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; Sales after closed — no new PO,28.0,28,28,0.0,0.0,0.0,0.0,0.022,0.022,0.022,0,0,0,0,0,363.6,Sales After Closed,False,True,0,0,0,0,0,,0,0,,⚪ OK,1334YKWHITE,0.0,363.6,363.6,,,,,,0,0,0,2,2,1,3,0
1334YKWHITE-XL,11.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,1,0.0,1,0,3,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; Sales after closed — no new PO,28.0,28,28,0.036,0.033,1.0,1.0,0.043,0.043,0.043,0,0,0,0,0,255.8,Sales After Closed,False,True,0,0,0,0,0,,0,0,,⚪ OK,1334YKWHITE,0.0,255.8,255.8,,,,,,1,0,0,4,2,3,1,0
1334YKWHITE-XXL,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,0.0,0,0,4,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; Sales after closed — no new PO,28.0,28,28,0.0,0.0,1.0,1.0,0.033,0.022,0.022,0,0,0,0,0,272.7,Sales After Closed,False,True,0,0,0,0,0,,0,0,,⚪ OK,1334YKWHITE,0.0,272.7,272.7,,,,,,3,0,3,2,0,4,0,0
1335YKGREEN-3XL,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0.0,0,0,0,45,SKU marked closed on status sheet,28.0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,999.0,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1335YKGREEN,0.0,999.0,999.0,Closed on sheet — run down stock (no new PO).,,,,,0,0,0,0,0,0,0,0
1335YKGREEN-S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,1,45,SKU marked closed on status sheet,28.0,28,28,0.0,0.0,2.0,2.0,0.067,0.0,0.034,0,0,0,0,0,29.4,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1335YKGREEN,0.0,29.4,29.4,Closed on sheet — run down stock (no new PO).,,,,,3,5,2,0,0,1,0,0
1336YKBLACK-3XL,6.0,3.0,4.0,0.0,0.0,0.0,10.0,16.0,6,0,13,0.0,13,0,89,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,7.0,7,28,1.857,0.433,10.0,9.0,0.554,0.554,0.554,0,127,0,84,43,28.9,High selling,False,True,0,0,0,0,0,,127,0,,🔄 In Pipeline,1336YKBLACK,0.0,258.1,258.1,,,,,,45,42,39,51,41,58,43,5
1336YKBLACK-4XL,9.0,4.0,10.0,0.0,0.0,0.0,10.0,19.0,0,0,14,0.0,14,0,81,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,11.0,11,28,1.273,0.4,9.0,6.0,0.511,0.511,0.511,0,73,0,14,59,37.2,High selling,False,True,0,0,0,0,0,,73,0,,🔄 In Pipeline,1336YKBLACK,0.0,180.0,180.0,,,,,,35,31,38,47,48,45,45,4
1336YKBLACK-5XL,11.0,4.0,18.0,0.0,0.0,0.0,18.0,29.0,0,0,14,0.0,14,0,66,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,20.0,20,28,0.7,0.467,15.0,13.0,0.5,0.457,0.467,0,68,0,24,44,62.1,High selling,False,True,0,0,0,0,0,,68,0,,🔄 In Pipeline,1336YKBLACK,0.0,207.7,207.7,,,,,,21,29,37,42,26,40,35,2
1336YKBLACK-6XL,9.0,3.0,1.0,0.0,0.0,0.0,5.0,14.0,4,0,4,0.0,4,0,41,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.143,0.133,2.0,1.0,0.141,0.141,0.142,0,5,0,0,5,98.6,High selling,False,True,0,0,0,0,0,,5,0,,🔄 In Pipeline,1336YKBLACK,0.0,133.8,133.8,,,,,,12,11,11,13,10,22,20,2
1336YKBLACK-7XL,4.0,2.0,4.0,0.0,0.0,0.0,4.0,8.0,0,0,4,0.0,4,0,30,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,20.0,20,28,0.2,0.1,3.0,2.0,0.1,0.098,0.15,0,20,0,0,20,53.3,High selling,False,True,0,0,0,0,0,,20,0,,🔄 In Pipeline,1336YKBLACK,0.0,186.7,186.7,,,,,,9,14,10,9,6,14,18,0
