OMS_SKU,OMS_Inventory,Buffer_Stock,Amazon_Inventory,FBA_InTransit,Myntra_Other_Inventory,Flipkart_Inventory,Marketplace_Total,Total_Inventory,Manual_InTransit,Not_In_Inventory_Qty,Sold_Units,Return_Units,Net_Units,Return_Overlay_Units,Ship_Units_150d,Lead_Time_Days,PO_Block_Reason,Eff_Days,Eff_Days_Inventory,Inv_Coverage_Days,Recent_ADS,Flat30_ADS,LY_Sold_Units,LY_Net_Units,LY_ADS,Seasonal_Month_ADS,ADS,Gross_PO_Qty,PO_Pipeline_Total,PO_Qty_Ordered,Pending_Cutting,Balance_to_Dispatch,Days_Left,SKU_Sheet_Status,SKU_Sheet_Closed,Lead_Time_From_Status_Sheet,PO_Confirmed_Raise_Pipeline,PO_Raised_Yesterday,PO_Raised_Today,PO_Last_Raised_Qty,PO_Raised_On_View_Date,PO_Last_Raised_Date,PO_Pipeline_Effective,PO_Qty,Stockout_Flag,Priority,Parent_SKU,Cutting_Ratio,Projected_Running_Days,Post_PO_Cover_Days_Capped,Suggest_Close_SKU,Bundle_Size,Cutting_Source,Cut_From_Siblings,PO_Cutting_Note,Oct-Dec 2024,Jan-Mar 2025,Apr-Jun 2025,Jul-Sep 2025,Oct-Dec 2025,Jan-Mar 2026,Apr-Jun 2026,Jul-Sep 2026
1001YKBEIGE-3XL,47.0,13.0,13.0,0.0,0.0,0.0,13.0,60.0,0,0,11,0.0,11,0,79,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.393,0.3,20.0,16.0,0.667,0.598,0.598,0,35,0,35,0,100.3,High selling,False,True,0,0,0,0,0,,35,0,,🔄 In Pipeline,1001YKBEIGE,0.0,158.9,158.9,,,,,,78,70,69,55,26,41,53,4
1001YKBEIGE-4XL,56.0,17.0,13.0,0.0,0.0,0.0,13.0,69.0,0,0,18,1.0,17,0,60,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.643,0.533,15.0,13.0,0.5,0.446,0.571,0,40,0,40,0,120.8,High selling,False,True,0,0,0,0,0,,40,0,,🔄 In Pipeline,1001YKBEIGE,0.0,190.9,190.9,,,,,,44,59,42,41,29,29,39,4
1001YKBEIGE-5XL,3.0,3.0,4.0,0.0,0.0,0.0,4.0,7.0,0,0,13,0.0,13,0,64,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.464,0.433,22.0,19.0,0.733,0.467,0.467,0,55,0,45,10,15.0,High selling,False,True,0,0,0,0,0,,55,0,,🔄 In Pipeline,1001YKBEIGE,0.0,132.8,132.8,,,,,,49,76,71,43,38,38,34,6
1001YKBEIGE-6XL,19.0,7.0,3.0,0.0,0.0,0.0,3.0,22.0,0,0,2,0.0,2,0,31,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.071,0.067,8.0,8.0,0.267,0.217,0.217,0,15,0,15,0,101.4,High selling,False,True,0,0,0,0,0,,15,0,,🔄 In Pipeline,1001YKBEIGE,0.0,170.5,170.5,,,,,,9,14,14,20,12,16,22,4
1001YKBEIGE-7XL,6.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,0,0,2,0.0,2,0,18,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.071,0.067,3.0,1.0,0.1,0.087,0.087,0,12,0,10,2,80.5,High selling,False,True,0,0,0,0,0,,12,0,,🔄 In Pipeline,1001YKBEIGE,0.0,218.4,218.4,,,,,,15,12,8,8,12,13,9,0
1001YKBEIGE-8XL,7.0,4.0,3.0,0.0,0.0,0.0,3.0,10.0,0,0,2,0.0,2,0,17,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.071,0.067,10.0,4.0,0.333,0.174,0.202,0,25,0,25,0,49.5,High selling,False,True,0,0,0,0,0,,25,0,,🔄 In Pipeline,1001YKBEIGE,0.0,173.3,173.3,,,,,,25,18,19,16,20,19,8,0
1001YKBEIGE-L,21.0,8.0,8.0,0.0,0.0,0.0,8.0,29.0,0,0,11,0.0,11,0,53,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.393,0.3,14.0,11.0,0.467,0.261,0.367,0,70,0,70,0,79.0,High selling,False,True,0,0,0,0,0,,70,0,,🔄 In Pipeline,1001YKBEIGE,0.0,269.8,269.8,,,,,,39,44,41,24,22,35,33,1
1001YKBEIGE-M,27.0,5.0,7.0,0.0,0.0,0.0,7.0,34.0,0,0,6,0.0,6,0,40,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.214,0.167,9.0,6.0,0.3,0.293,0.293,0,15,0,15,0,116.0,High selling,False,True,0,0,0,0,0,,15,0,,🔄 In Pipeline,1001YKBEIGE,0.0,167.2,167.2,,,,,,41,20,25,27,18,31,18,1
1001YKBEIGE-S,16.0,4.0,7.0,0.0,0.0,0.0,7.0,23.0,0,0,1,0.0,1,0,13,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.036,0.033,4.0,3.0,0.133,0.087,0.087,0,10,0,10,0,264.4,High selling,False,True,0,0,0,0,0,,10,0,,🔄 In Pipeline,1001YKBEIGE,0.0,379.3,379.3,,,,,,10,19,12,8,7,7,7,0
1001YKBEIGE-XL,22.0,11.0,17.0,0.0,0.0,3.0,20.0,42.0,0,0,8,0.0,8,0,70,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.286,0.267,17.0,13.0,0.567,0.543,0.543,0,60,0,60,0,77.3,High selling,False,True,0,0,0,0,0,,60,0,,🔄 In Pipeline,1001YKBEIGE,0.0,187.8,187.8,,,,,,74,58,63,50,25,45,42,5
1001YKBEIGE-XS,5.0,3.0,3.0,0.0,0.0,0.0,3.0,8.0,0,0,3,0.0,3,0,10,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.107,0.1,4.0,4.0,0.133,0.076,0.12,0,0,0,0,0,66.7,High selling,False,True,0,0,0,0,0,,0,0,,⚪ OK,1001YKBEIGE,0.0,66.7,66.7,,,,,,5,11,8,7,3,5,8,0
1001YKBEIGE-XXL,13.0,9.0,12.0,0.0,0.0,1.0,13.0,26.0,0,0,20,0.0,20,0,84,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.714,0.6,28.0,22.0,0.933,0.63,0.667,0,99,0,95,4,39.0,High selling,False,True,0,0,0,0,0,,99,0,,🔄 In Pipeline,1001YKBEIGE,0.0,187.4,187.4,,,,,,78,86,85,58,36,49,51,6
1003KDMUSTARD-11-12,14.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0,0,0,0.0,0,0,6,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; SKU marked closed on status sheet,28.0,28,28,0.0,0.0,1.0,1.0,0.033,0.033,0.033,0,0,0,0,0,424.2,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1003KDMUSTARD,0.0,424.2,424.2,Closed on sheet — run down stock (no new PO).,,,,,2,5,6,3,1,4,3,0
1003KDMUSTARD-13-14,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0.0,0,0,6,45,SKU marked closed on status sheet,28.0,28,28,0.0,0.0,1.0,1.0,0.043,0.043,0.043,0,0,0,0,0,46.5,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1003KDMUSTARD,0.0,46.5,46.5,Closed on sheet — run down stock (no new PO).,,,,,4,8,4,4,4,4,3,0
1003KDMUSTARD-7-8,38.0,8.0,3.0,0.0,0.0,0.0,3.0,41.0,0,0,0,0.0,0,0,3,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; SKU marked closed on status sheet,28.0,28,28,0.0,0.0,1.0,0.0,0.033,0.011,0.016,0,0,0,0,0,2562.5,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1003KDMUSTARD,0.0,2562.5,2562.5,Closed on sheet — run down stock (no new PO).,,,,,1,1,1,1,0,4,1,0
1003KDMUSTARD-9-10,15.0,4.0,3.0,0.0,0.0,0.0,3.0,18.0,0,0,3,0.0,3,0,11,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; SKU marked closed on status sheet,28.0,28,28,0.107,0.1,0.0,0.0,0.033,0.033,0.1,0,0,0,0,0,180.0,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1003KDMUSTARD,0.0,180.0,180.0,Closed on sheet — run down stock (no new PO).,,,,,1,1,3,3,2,3,7,1
1003SKDMUSTARD-M,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,1,0.0,1,0,4,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.036,0.033,0.0,0.0,0.0,0.0,0.036,0,0,0,0,0,250.0,Dpt Sku,False,True,0,0,0,0,0,,0,0,,⚪ OK,1003SKDMUSTARD,0.0,250.0,250.0,,,,,,0,0,0,0,0,4,1,0
1003SKDMUSTARD-S,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,0,0.0,0,0,1,45,,28.0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,999.0,Dpt Sku,False,True,0,0,0,0,0,,0,0,,⚪ OK,1003SKDMUSTARD,0.0,999.0,999.0,,,,,,0,0,0,0,0,0,1,0
1003SKDMUSTARD-XL,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,0,0.0,0,0,0,45,,28.0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,999.0,Dpt Sku,False,True,0,0,0,0,0,,0,0,,⚪ OK,1003SKDMUSTARD,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,1,0,0,0,0,0,0
1003SKDMUSTARD-XXL,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0.0,0,0,1,45,,28.0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,999.0,Dpt Sku,False,True,0,0,0,0,0,,0,0,,⚪ OK,1003SKDMUSTARD,0.0,999.0,999.0,,,,,,0,1,2,0,0,1,0,0
1003YKMUSTARD-3XL,96.0,14.0,27.0,0.0,10.0,0.0,37.0,133.0,0,0,29,0.0,29,0,186,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,1.036,0.9,42.0,34.0,1.4,1.25,1.25,0,122,0,120,2,106.4,High selling,False,True,0,0,0,0,0,,122,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,204.0,204.0,,,,,,133,125,144,109,92,97,105,6
1003YKMUSTARD-4XL,95.0,16.0,36.0,0.0,0.0,0.0,36.0,131.0,0,0,17,0.0,17,0,147,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.607,0.467,44.0,31.0,1.467,1.098,1.098,0,49,0,49,0,119.3,High selling,False,True,0,0,0,0,0,,49,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,163.9,163.9,,,,,,92,101,148,97,76,78,78,3
1003YKMUSTARD-5XL,76.0,11.0,13.0,0.0,0.0,1.0,14.0,90.0,0,0,37,0.0,37,0,188,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,1.321,1.167,32.0,25.0,1.067,1.054,1.194,0,112,0,110,2,75.4,High selling,False,True,0,0,0,0,0,,112,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,169.2,169.2,,,,,,97,119,128,93,80,75,112,11
1003YKMUSTARD-6XL,28.0,8.0,11.0,0.0,0.0,0.0,11.0,39.0,0,0,21,0.0,21,0,80,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.75,0.7,18.0,9.0,0.6,0.435,0.7,0,47,0,45,2,55.7,High selling,False,True,0,0,0,0,0,,47,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,122.9,122.9,,,,,,30,47,68,40,22,39,51,4
1003YKMUSTARD-7XL,19.0,5.0,9.0,0.0,0.0,0.0,11.0,30.0,2,0,6,0.0,6,0,39,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.214,0.167,15.0,9.0,0.5,0.478,0.478,0,55,0,55,0,62.8,High selling,False,True,0,0,0,0,0,,55,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,177.8,177.8,,,,,,37,30,51,42,32,27,21,1
1003YKMUSTARD-8XL,26.0,4.0,3.0,0.0,0.0,0.0,3.0,29.0,0,0,8,0.0,8,0,46,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.286,0.267,20.0,15.0,0.667,0.63,0.63,0,50,0,50,0,46.0,High selling,False,True,0,0,0,0,0,,50,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,125.4,125.4,,,,,,56,46,61,58,35,31,25,2
1003YKMUSTARD-L,8.0,8.0,6.0,0.0,0.0,0.0,10.0,18.0,4,0,15,0.0,15,0,103,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,25.0,25,28,0.6,0.433,29.0,21.0,0.967,0.967,0.967,0,130,0,130,0,18.6,High selling,False,True,0,0,0,0,0,,130,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,153.1,153.1,,,,,,64,79,91,69,46,41,48,5
1003YKMUSTARD-M,22.0,4.0,12.0,0.0,0.0,0.0,12.0,34.0,0,0,15,0.0,15,0,77,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.536,0.467,19.0,14.0,0.633,0.674,0.674,0,126,0,125,1,50.4,High selling,False,True,0,0,0,0,0,,126,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,237.4,237.4,,,,,,53,52,60,58,39,39,26,1
1003YKMUSTARD-S,16.0,5.0,3.0,0.0,0.0,0.0,3.0,19.0,0,0,7,0.0,7,0,50,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.25,0.2,6.0,3.0,0.2,0.217,0.225,0,99,0,99,0,84.4,High selling,False,True,0,0,0,0,0,,99,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,524.4,524.4,,,,,,27,29,28,18,16,31,15,1
1003YKMUSTARD-XL,36.0,9.0,34.0,0.0,0.0,0.0,34.0,70.0,0,0,42,0.0,42,0,177,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,25.0,25,28,1.68,1.367,34.0,27.0,1.133,1.065,1.4,0,199,0,199,0,50.0,High selling,False,True,0,0,0,0,0,,199,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,192.1,192.1,,,,,,76,75,112,86,77,68,95,9
1003YKMUSTARD-XS,19.0,3.0,3.0,0.0,0.0,0.0,3.0,22.0,0,0,4,0.0,4,0,26,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.143,0.133,4.0,3.0,0.133,0.141,0.141,0,30,0,30,0,156.0,High selling,False,True,0,0,0,0,0,,30,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,368.8,368.8,,,,,,12,14,10,11,11,12,13,0
1003YKMUSTARD-XXL,19.0,7.0,12.0,0.0,0.0,0.0,12.0,31.0,0,0,25,0.0,25,0,146,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,14.0,14,28,1.786,0.733,33.0,19.0,1.1,1.022,1.022,0,170,0,170,0,30.3,High selling,False,True,0,0,0,0,0,,170,0,,🔄 In Pipeline,1003YKMUSTARD,0.0,196.7,196.7,,,,,,65,104,107,86,80,67,85,5
1006KDBLUE-11-12,23.0,6.0,2.0,0.0,0.0,0.0,2.0,25.0,0,0,0,0.0,0,0,1,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; SKU marked closed on status sheet,28.0,28,28,0.0,0.0,0.0,0.0,0.011,0.011,0.011,0,0,0,0,0,2272.7,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1006KDBLUE,0.0,2272.7,2272.7,Closed on sheet — run down stock (no new PO).,,,,,0,0,1,1,2,1,0,0
1006KDBLUE-13-14,18.0,6.0,2.0,0.0,0.0,0.0,2.0,20.0,0,0,2,0.0,2,0,9,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; SKU marked closed on status sheet,28.0,28,28,0.071,0.067,2.0,1.0,0.067,0.022,0.069,0,0,0,0,0,289.9,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1006KDBLUE,0.0,289.9,289.9,Closed on sheet — run down stock (no new PO).,,,,,0,2,1,2,2,6,5,0
1006KDBLUE-7-8,24.0,7.0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,2,0.0,2,0,3,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; SKU marked closed on status sheet,28.0,28,28,0.071,0.067,0.0,0.0,0.0,0.0,0.071,0,0,0,0,0,338.0,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1006KDBLUE,0.0,338.0,338.0,Closed on sheet — run down stock (no new PO).,,,,,0,0,1,0,0,0,2,1
1006KDBLUE-9-10,20.0,8.0,4.0,0.0,0.0,0.0,4.0,24.0,0,0,0,0.0,0,0,0,45,Projected cover exceeds entered lead time — no PO until cover is within lead days; SKU marked closed on status sheet,28.0,28,28,0.0,0.0,1.0,1.0,0.033,0.022,0.022,0,0,0,0,0,1090.9,CLOSED SKU,True,True,0,0,0,0,0,,0,0,,⚪ OK,1006KDBLUE,0.0,1090.9,1090.9,Closed on sheet — run down stock (no new PO).,,,,,0,2,0,2,3,0,0,0
1006YKBLUE-3XL,101.0,14.0,5.0,0.0,1.0,0.0,6.0,107.0,0,0,11,1.0,10,0,64,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.393,0.367,26.0,21.0,0.867,0.554,0.554,0,6,0,0,6,193.1,High selling,False,True,0,0,0,0,0,,6,0,,🔄 In Pipeline,1006YKBLUE,0.0,204.0,204.0,,,,,,68,61,93,51,27,37,34,5
1006YKBLUE-4XL,67.0,18.0,41.0,0.0,0.0,0.0,41.0,108.0,0,0,13,0.0,13,0,95,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.464,0.367,26.0,21.0,0.867,0.728,0.728,0,18,0,0,18,148.4,High selling,False,True,0,0,0,0,0,,18,0,,🔄 In Pipeline,1006YKBLUE,0.0,173.1,173.1,,,,,,59,64,85,67,31,42,59,5
1006YKBLUE-5XL,22.0,15.0,26.0,0.0,0.0,0.0,26.0,48.0,0,0,17,1.0,16,0,113,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,21.0,21,28,0.81,0.533,24.0,17.0,0.8,0.598,0.598,0,16,0,0,16,80.3,High selling,False,True,0,0,0,0,0,,16,0,,🔄 In Pipeline,1006YKBLUE,0.0,107.0,107.0,,,,,,54,76,119,55,40,62,71,6
1006YKBLUE-6XL,64.0,8.0,15.0,0.0,0.0,0.0,15.0,79.0,0,0,1,0.0,1,0,38,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.036,0.033,19.0,13.0,0.633,0.37,0.37,0,4,0,0,4,213.5,High selling,False,True,0,0,0,0,0,,4,0,,🔄 In Pipeline,1006YKBLUE,0.0,224.3,224.3,,,,,,13,18,28,34,11,17,24,1
1006YKBLUE-7XL,46.0,7.0,17.0,0.0,0.0,0.0,17.0,63.0,0,0,1,0.0,1,0,44,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.036,0.033,14.0,12.0,0.467,0.239,0.251,0,4,0,0,4,251.0,High selling,False,True,0,0,0,0,0,,4,0,,🔄 In Pipeline,1006YKBLUE,0.0,266.9,266.9,,,,,,11,22,37,22,18,33,18,0
1006YKBLUE-8XL,32.0,7.0,13.0,0.0,0.0,0.0,13.0,45.0,0,0,7,1.0,6,0,43,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.25,0.233,14.0,11.0,0.467,0.337,0.337,0,13,0,0,13,133.5,High selling,False,True,0,0,0,0,0,,13,0,,🔄 In Pipeline,1006YKBLUE,0.0,172.1,172.1,,,,,,15,15,23,31,16,19,26,2
1006YKBLUE-L,49.0,10.0,8.0,0.0,0.0,0.0,8.0,57.0,0,0,4,0.0,4,0,42,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.143,0.133,21.0,14.0,0.7,0.478,0.478,0,0,0,0,0,119.2,High selling,False,True,0,0,0,0,0,,0,0,,⚪ OK,1006YKBLUE,0.0,119.2,119.2,,,,,,26,57,56,44,14,33,19,2
1006YKBLUE-M,49.0,9.0,5.0,0.0,0.0,0.0,5.0,54.0,0,0,11,0.0,11,0,43,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.393,0.367,1.0,1.0,0.076,0.076,0.367,0,0,0,0,0,147.1,High selling,False,True,0,0,0,0,0,,0,0,,⚪ OK,1006YKBLUE,0.0,147.1,147.1,,,,,,30,38,13,7,13,27,24,2
1006YKBLUE-S,79.0,6.0,5.0,0.0,0.0,0.0,5.0,84.0,0,0,2,0.0,2,0,17,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.071,0.067,4.0,2.0,0.133,0.076,0.102,0,0,0,0,0,823.5,High selling,False,True,0,0,0,0,0,,0,0,,⚪ OK,1006YKBLUE,0.0,823.5,823.5,,,,,,13,17,18,7,3,12,10,0
1006YKBLUE-XL,54.0,9.0,5.0,0.0,0.0,0.0,5.0,59.0,0,0,8,0.0,8,0,54,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.286,0.267,24.0,16.0,0.8,0.587,0.587,0,0,0,0,0,100.5,High selling,False,True,0,0,0,0,0,,0,0,,⚪ OK,1006YKBLUE,0.0,100.5,100.5,,,,,,52,45,74,54,33,36,29,3
1006YKBLUE-XS,13.0,3.0,9.0,0.0,0.0,0.0,9.0,22.0,0,0,1,0.0,1,0,13,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.036,0.033,5.0,4.0,0.167,0.098,0.101,0,0,0,0,0,217.8,High selling,False,True,0,0,0,0,0,,0,0,,⚪ OK,1006YKBLUE,0.0,217.8,217.8,,,,,,0,8,11,9,4,6,9,0
1006YKBLUE-XXL,70.0,16.0,12.0,0.0,0.0,0.0,12.0,82.0,0,0,7,0.0,7,0,60,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.25,0.2,18.0,13.0,0.6,0.435,0.435,0,0,0,0,0,188.5,High selling,False,True,0,0,0,0,0,,0,0,,⚪ OK,1006YKBLUE,0.0,188.5,188.5,,,,,,38,38,66,40,29,39,33,3
1007YKBLACK-3XL,9.0,6.0,9.0,0.0,21.0,0.0,50.0,59.0,6,14,18,4.0,14,0,166,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,16.0,16,28,1.125,0.6,49.0,35.0,1.633,1.576,1.576,0,325,0,120,205,37.4,High selling,False,True,0,0,0,0,0,,325,0,,🔄 In Pipeline,1007YKBLACK,0.0,243.7,243.7,,,,,,125,119,121,145,129,110,88,4
1007YKBLACK-4XL,4.0,4.0,16.0,0.0,0.0,0.0,18.0,22.0,2,0,37,1.0,36,0,194,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,14.0,14,28,2.643,1.133,41.0,29.0,1.457,1.457,1.457,0,360,0,117,243,15.1,High selling,False,True,0,0,0,0,0,,360,0,,🔄 In Pipeline,1007YKBLACK,0.0,262.2,262.2,,,,,,104,101,105,134,114,148,91,10
1007YKBLACK-5XL,62.0,6.0,14.0,0.0,0.0,0.0,14.0,76.0,0,0,55,0.0,55,0,259,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,20.0,20,28,2.75,1.8,50.0,41.0,2.141,2.141,2.141,0,469,0,169,300,35.5,High selling,False,True,0,0,0,0,0,,469,0,,🔄 In Pipeline,1007YKBLACK,0.0,254.6,254.6,,,,,,135,115,155,197,217,185,125,18
1007YKBLACK-6XL,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,16,1.0,15,0,86,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.571,0.467,20.0,19.0,0.667,0.446,0.533,0,142,0,41,101,1.9,High selling,False,True,0,0,0,0,0,,142,0,,🔄 In Pipeline,1007YKBLACK,0.0,268.3,268.3,,,,,,19,33,49,41,42,98,27,6
1007YKBLACK-7XL,34.0,4.0,0.0,0.0,0.0,0.0,1.0,35.0,0,1,26,2.0,24,0,97,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,16.0,16,28,1.625,0.767,15.0,13.0,0.5,0.467,0.867,0,182,0,90,92,40.4,High selling,False,True,0,0,0,0,0,,182,0,,🔄 In Pipeline,1007YKBLACK,0.0,250.3,250.3,,,,,,26,17,45,43,36,54,56,2
1007YKBLACK-8XL,24.0,4.0,1.0,0.0,1.0,0.0,15.0,39.0,0,13,31,2.0,29,0,123,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,19.0,19,28,1.632,0.8,26.0,22.0,0.913,0.913,1.033,0,150,0,126,24,37.8,High selling,False,True,0,0,0,0,0,,150,0,,🔄 In Pipeline,1007YKBLACK,0.0,183.0,183.0,,,,,,16,24,63,84,61,75,66,8
1007YKBLACK-L,61.0,14.0,20.0,0.0,0.0,0.0,20.0,81.0,0,0,37,1.0,36,0,201,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,1.321,1.233,38.0,29.0,1.543,1.543,1.543,0,340,0,170,170,52.5,High selling,False,True,0,0,0,0,0,,340,0,,🔄 In Pipeline,1007YKBLACK,0.0,272.8,272.8,,,,,,193,104,123,142,107,155,113,9
1007YKBLACK-M,39.0,11.0,26.0,0.0,0.0,0.0,26.0,65.0,0,0,12,2.0,10,0,154,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.429,0.4,22.0,18.0,1.446,1.446,1.446,0,236,0,188,48,45.0,High selling,False,True,0,0,0,0,0,,236,0,,🔄 In Pipeline,1007YKBLACK,0.0,208.2,208.2,,,,,,198,116,91,133,85,140,63,6
1007YKBLACK-S,54.0,9.0,15.0,0.0,0.0,0.0,15.0,69.0,0,0,12,0.0,12,0,88,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.429,0.367,20.0,13.0,0.717,0.717,0.717,0,199,0,99,100,96.2,High selling,False,True,0,0,0,0,0,,199,0,,🔄 In Pipeline,1007YKBLACK,0.0,373.8,373.8,,,,,,98,45,54,66,58,60,49,2
1007YKBLACK-XL,25.0,11.0,27.0,0.0,0.0,1.0,34.0,59.0,6,0,31,0.0,31,0,223,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,10.0,10,28,3.1,1.033,47.0,39.0,2.022,2.022,2.022,0,325,0,104,221,29.2,High selling,False,True,0,0,0,0,0,,325,0,,🔄 In Pipeline,1007YKBLACK,0.0,189.9,189.9,,,,,,205,162,137,186,139,152,124,9
1007YKBLACK-XS,14.0,9.0,10.0,0.0,0.0,0.0,16.0,30.0,5,1,5,1.0,4,0,48,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,28.0,28,28,0.179,0.167,15.0,10.0,0.565,0.565,0.565,0,110,0,10,100,53.1,High selling,False,True,0,0,0,0,0,,110,0,,🔄 In Pipeline,1007YKBLACK,0.0,247.8,247.8,,,,,,59,28,22,52,38,42,26,1
1007YKBLACK-XXL,9.0,9.0,4.0,0.0,0.0,0.0,27.0,36.0,4,19,17,1.0,16,0,181,50,Projected cover exceeds entered lead time — no PO until cover is within lead days,1.0,1,28,17.0,0.533,38.0,31.0,1.641,1.641,1.641,0,337,0,230,107,21.9,High selling,False,True,0,0,0,0,0,,337,0,,🔄 In Pipeline,1007YKBLACK,0.0,227.3,227.3,,,,,,184,139,150,151,116,143,78,10
