OMS_SKU,OMS_Inventory,Buffer_Stock,Amazon_Inventory,Myntra_Other_Inventory,Flipkart_Inventory,Marketplace_Total,Total_Inventory,Manual_InTransit,Not_In_Inventory_Qty
1372YKBLACK-XXL,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0,0
1373YKPINK-3XL,204.0,12.0,59.0,0.0,0.0,59.0,263.0,0,0
1373YKPINK-4XL,81.0,9.0,27.0,0.0,0.0,39.0,120.0,12,0
1373YKPINK-5XL,40.0,8.0,44.0,0.0,0.0,44.0,84.0,0,0
1373YKPINK-6XL,11.0,4.0,20.0,0.0,0.0,20.0,31.0,0,0
1373YKPINK-7XL,39.0,5.0,9.0,0.0,0.0,9.0,48.0,0,0
1373YKPINK-8XL,33.0,3.0,1.0,0.0,0.0,1.0,34.0,0,0
1373YKPINK-L,116.0,12.0,82.0,0.0,0.0,82.0,198.0,0,0
1373YKPINK-M,88.0,13.0,45.0,0.0,0.0,45.0,133.0,0,0
1373YKPINK-S,115.0,9.0,34.0,0.0,1.0,35.0,150.0,0,0
1373YKPINK-XL,215.0,8.0,97.0,0.0,0.0,97.0,312.0,0,0
1373YKPINK-XS,55.0,4.0,31.0,0.0,3.0,42.0,97.0,8,0
1373YKPINK-XXL,205.0,8.0,94.0,0.0,0.0,94.0,299.0,0,0
1374YKMULTI-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1374YKMULTI-M,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1374YKMULTI-S,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
1374YKMULTI-XS,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1375YKMUSTARD-3XL,43.0,4.0,3.0,0.0,0.0,3.0,46.0,0,0
1375YKMUSTARD-4XL,37.0,4.0,5.0,0.0,0.0,5.0,42.0,0,0
1375YKMUSTARD-5XL,39.0,2.0,2.0,0.0,0.0,10.0,49.0,0,8
1375YKMUSTARD-L,97.0,3.0,6.0,0.0,0.0,16.0,113.0,0,10
1375YKMUSTARD-M,102.0,3.0,5.0,0.0,0.0,35.0,137.0,2,28
1375YKMUSTARD-S,85.0,3.0,10.0,0.0,0.0,10.0,95.0,0,0
1375YKMUSTARD-XL,131.0,4.0,8.0,0.0,0.0,18.0,149.0,5,5
1375YKMUSTARD-XS,47.0,5.0,3.0,0.0,0.0,3.0,50.0,0,0
1375YKMUSTARD-XXL,60.0,3.0,6.0,0.0,0.0,22.0,82.0,0,16
1376YKMULTI-3XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1376YKMULTI-4XL,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0,0
1376YKMULTI-5XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1376YKMULTI-6XL,8.0,5.0,1.0,0.0,0.0,1.0,9.0,0,0
1376YKMULTI-7XL,13.0,4.0,1.0,0.0,0.0,1.0,14.0,0,0
1376YKMULTI-8XL,7.0,4.0,0.0,0.0,0.0,0.0,7.0,0,0
1376YKMULTI-L,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1376YKMULTI-M,10.0,4.0,2.0,0.0,0.0,2.0,12.0,0,0
1376YKMULTI-S,10.0,3.0,3.0,0.0,0.0,3.0,13.0,0,0
1376YKMULTI-XL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1376YKMULTI-XXL,2.0,2.0,3.0,0.0,0.0,3.0,5.0,0,0
1377YKMAROON-3XL,13.0,3.0,4.0,0.0,0.0,4.0,17.0,0,0
1377YKMAROON-4XL,60.0,5.0,2.0,0.0,0.0,2.0,62.0,0,0
1377YKMAROON-5XL,7.0,6.0,5.0,0.0,0.0,5.0,12.0,0,0
1377YKMAROON-L,11.0,3.0,6.0,0.0,0.0,6.0,17.0,0,0
1377YKMAROON-M,25.0,5.0,8.0,0.0,0.0,8.0,33.0,0,0
1377YKMAROON-S,19.0,4.0,2.0,0.0,0.0,2.0,21.0,0,0
1377YKMAROON-XL,11.0,4.0,9.0,0.0,0.0,9.0,20.0,0,0
1377YKMAROON-XXL,20.0,8.0,10.0,0.0,0.0,10.0,30.0,0,0
1378YKMULTI-3XL,49.0,4.0,6.0,0.0,0.0,54.0,103.0,6,42
1378YKMULTI-4XL,12.0,3.0,7.0,0.0,0.0,35.0,47.0,8,20
1378YKMULTI-5XL,13.0,3.0,6.0,0.0,0.0,28.0,41.0,2,20
1378YKMULTI-6XL,24.0,4.0,3.0,0.0,0.0,25.0,49.0,2,20
1378YKMULTI-7XL,17.0,3.0,4.0,0.0,0.0,28.0,45.0,4,20
1378YKMULTI-8XL,7.0,2.0,9.0,0.0,0.0,38.0,45.0,9,20
1378YKMULTI-L,49.0,5.0,4.0,0.0,0.0,4.0,53.0,0,0
1378YKMULTI-M,64.0,5.0,3.0,0.0,0.0,3.0,67.0,0,0
1378YKMULTI-S,68.0,5.0,1.0,0.0,0.0,1.0,69.0,0,0
1378YKMULTI-XL,73.0,5.0,4.0,0.0,0.0,4.0,77.0,0,0
1378YKMULTI-XS,17.0,3.0,1.0,0.0,0.0,1.0,18.0,0,0
1378YKMULTI-XXL,54.0,4.0,3.0,0.0,0.0,44.0,98.0,0,41
1379YKGREEN-3XL,47.0,5.0,36.0,0.0,0.0,59.0,106.0,0,23
1379YKGREEN-4XL,8.0,6.0,1.0,0.0,1.0,16.0,24.0,2,12
1379YKGREEN-5XL,1.0,5.0,18.0,0.0,0.0,38.0,39.0,0,20
1379YKGREEN-6XL,14.0,7.0,0.0,0.0,0.0,10.0,24.0,0,10
1379YKGREEN-7XL,9.0,3.0,2.0,0.0,0.0,6.0,15.0,0,4
1379YKGREEN-8XL,18.0,5.0,4.0,0.0,0.0,14.0,32.0,0,10
1379YKGREEN-L,8.0,4.0,22.0,4.0,0.0,41.0,49.0,6,9
1379YKGREEN-M,38.0,7.0,16.0,1.0,0.0,55.0,93.0,8,30
1379YKGREEN-S,11.0,4.0,5.0,2.0,0.0,7.0,18.0,0,0
1379YKGREEN-XL,14.0,5.0,46.0,2.0,0.0,93.0,107.0,2,43
1379YKGREEN-XS,22.0,5.0,10.0,0.0,0.0,18.0,40.0,0,8
1379YKGREEN-XXL,18.0,6.0,26.0,3.0,0.0,38.0,56.0,4,5
1381YKBLACK-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1382YKYELLOW-M,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1382YKYELLOW-S,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1382YKYELLOW-XS,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1383YKBLUE-L,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0,0
1383YKBLUE-M,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1383YKBLUE-S,12.0,7.0,1.0,0.0,0.0,1.0,13.0,0,0
1383YKBLUE-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1383YKBLUE-XXL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1384YKBLACK-L,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0
1384YKBLACK-M,3.0,3.0,1.0,0.0,0.0,1.0,4.0,0,0
1384YKBLACK-S,13.0,5.0,1.0,0.0,0.0,1.0,14.0,0,0
1384YKBLACK-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1385YKMULTI-3XL,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2,0
1385YKMULTI-L,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1385YKMULTI-M,20.0,5.0,4.0,0.0,0.0,4.0,24.0,0,0
1385YKMULTI-S,36.0,4.0,3.0,0.0,0.0,3.0,39.0,0,0
1385YKMULTI-XL,24.0,4.0,4.0,0.0,0.0,4.0,28.0,0,0
1385YKMULTI-XXL,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0,0
1386YKYELLOW-M,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1386YKYELLOW-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1386YKYELLOW-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1387YKMULTI-3XL,3.0,2.0,3.0,0.0,0.0,7.0,10.0,4,0
1387YKMULTI-4XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1387YKMULTI-L,13.0,6.0,15.0,0.0,0.0,17.0,30.0,2,0
1387YKMULTI-M,61.0,6.0,14.0,0.0,0.0,14.0,75.0,0,0
1387YKMULTI-S,79.0,8.0,11.0,0.0,0.0,11.0,90.0,0,0
1387YKMULTI-XL,2.0,2.0,3.0,0.0,0.0,8.0,10.0,5,0
1387YKMULTI-XS,9.0,3.0,1.0,0.0,0.0,1.0,10.0,0,0
1387YKMULTI-XXL,8.0,6.0,12.0,0.0,0.0,12.0,20.0,0,0
1388YKMAROON-3XL,66.0,7.0,3.0,0.0,0.0,3.0,69.0,0,0
1388YKMAROON-4XL,4.0,4.0,2.0,2.0,0.0,4.0,8.0,0,0
1388YKMAROON-5XL,54.0,7.0,7.0,3.0,0.0,12.0,66.0,2,0
1388YKMAROON-6XL,16.0,4.0,3.0,0.0,0.0,7.0,23.0,4,0
1388YKMAROON-7XL,52.0,6.0,6.0,1.0,0.0,7.0,59.0,0,0
1388YKMAROON-8XL,6.0,5.0,3.0,1.0,4.0,8.0,14.0,0,0
1388YKMAROON-L,30.0,6.0,6.0,2.0,0.0,14.0,44.0,6,0
1388YKMAROON-M,61.0,4.0,6.0,1.0,0.0,7.0,68.0,0,0
1388YKMAROON-S,24.0,5.0,6.0,3.0,0.0,9.0,33.0,0,0
1388YKMAROON-XL,7.0,6.0,7.0,2.0,0.0,9.0,16.0,0,0
1388YKMAROON-XS,13.0,3.0,1.0,2.0,0.0,3.0,16.0,0,0
1388YKMAROON-XXL,30.0,11.0,20.0,0.0,3.0,23.0,53.0,0,0
1389YKBROWN-3XL,18.0,12.0,10.0,0.0,0.0,16.0,34.0,6,0
1389YKBROWN-6XL,15.0,11.0,8.0,0.0,0.0,8.0,23.0,0,0
1389YKBROWN-7XL,13.0,3.0,7.0,0.0,0.0,11.0,24.0,4,0
1389YKBROWN-8XL,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
1389YKBROWN-L,145.0,4.0,5.0,0.0,0.0,145.0,290.0,0,140
1389YKBROWN-M,96.0,5.0,9.0,0.0,0.0,102.0,198.0,0,93
1389YKBROWN-S,103.0,4.0,6.0,0.0,0.0,6.0,109.0,0,0
1389YKBROWN-XL,29.0,3.0,4.0,0.0,0.0,4.0,33.0,0,0
1389YKBROWN-XS,26.0,2.0,1.0,0.0,0.0,21.0,47.0,0,20
1389YKBROWN-XXL,51.0,6.0,13.0,0.0,0.0,13.0,64.0,0,0
138YK254MUSTARD-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
138YK254MUSTARD-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1390YKYELLOW-L,29.0,11.0,3.0,0.0,0.0,3.0,32.0,0,0
1390YKYELLOW-M,34.0,14.0,4.0,0.0,0.0,4.0,38.0,0,0
1390YKYELLOW-S,13.0,8.0,1.0,0.0,0.0,1.0,14.0,0,0
1390YKYELLOW-XL,28.0,11.0,5.0,0.0,0.0,5.0,33.0,0,0
1390YKYELLOW-XXL,22.0,12.0,3.0,0.0,0.0,3.0,25.0,0,0
1391YKBLUE-3XL,105.0,5.0,18.0,8.0,0.0,28.0,133.0,2,0
1391YKBLUE-4XL,120.0,5.0,8.0,5.0,0.0,19.0,139.0,6,0
1391YKBLUE-5XL,99.0,4.0,12.0,5.0,0.0,19.0,118.0,2,0
1391YKBLUE-6XL,65.0,6.0,3.0,6.0,0.0,11.0,76.0,2,0
1391YKBLUE-7XL,31.0,7.0,6.0,6.0,0.0,14.0,45.0,2,0
1391YKBLUE-8XL,52.0,5.0,5.0,5.0,0.0,12.0,64.0,2,0
1391YKBLUE-L,24.0,5.0,5.0,0.0,0.0,5.0,29.0,0,0
1391YKBLUE-M,36.0,4.0,3.0,0.0,0.0,3.0,39.0,0,0
1391YKBLUE-S,23.0,4.0,2.0,0.0,0.0,2.0,25.0,0,0
1391YKBLUE-XL,121.0,6.0,26.0,0.0,0.0,28.0,149.0,2,0
1391YKBLUE-XS,21.0,2.0,1.0,0.0,0.0,3.0,24.0,2,0
1391YKBLUE-XXL,73.0,4.0,14.0,6.0,0.0,22.0,95.0,2,0
1393YKBLUE-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1394YKGREEN-XXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1395YKBLUE-3XL,3.0,2.0,3.0,0.0,0.0,3.0,6.0,0,0
1395YKBLUE-4XL,6.0,3.0,2.0,0.0,0.0,2.0,8.0,0,0
1395YKBLUE-5XL,6.0,3.0,5.0,0.0,0.0,5.0,11.0,0,0
1395YKBLUE-6XL,7.0,3.0,1.0,0.0,0.0,1.0,8.0,0,0
1395YKBLUE-7XL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1395YKBLUE-8XL,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
1395YKBLUE-L,5.0,3.0,8.0,0.0,0.0,10.0,15.0,2,0
1395YKBLUE-M,1.0,1.0,3.0,0.0,0.0,7.0,8.0,4,0
1395YKBLUE-S,10.0,3.0,1.0,0.0,0.0,1.0,11.0,0,0
1395YKBLUE-XL,15.0,6.0,15.0,0.0,0.0,15.0,30.0,0,0
1395YKBLUE-XS,9.0,3.0,0.0,0.0,0.0,0.0,9.0,0,0
1395YKBLUE-XXL,14.0,4.0,3.0,0.0,0.0,3.0,17.0,0,0
1398YKGREY-3XL,2.0,2.0,9.0,0.0,0.0,14.0,16.0,5,0
1398YKGREY-5XL,1.0,0.0,3.0,0.0,0.0,3.0,4.0,0,0
1398YKGREY-6XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1398YKGREY-L,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0,0
1398YKGREY-M,19.0,6.0,6.0,0.0,0.0,6.0,25.0,0,0
1398YKGREY-S,24.0,3.0,3.0,0.0,0.0,3.0,27.0,0,0
1398YKGREY-XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1398YKGREY-XS,7.0,3.0,1.0,0.0,0.0,1.0,8.0,0,0
1398YKGREY-XXL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1399YKBLUE-3XL,10.0,5.0,4.0,0.0,0.0,4.0,14.0,0,0
1399YKBLUE-4XL,5.0,5.0,2.0,0.0,0.0,2.0,7.0,0,0
1399YKBLUE-5XL,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0,0
1399YKBLUE-L,42.0,7.0,1.0,0.0,0.0,1.0,43.0,0,0
1399YKBLUE-M,22.0,9.0,1.0,0.0,0.0,1.0,23.0,0,0
1399YKBLUE-S,45.0,10.0,1.0,0.0,0.0,1.0,46.0,0,0
1399YKBLUE-XL,38.0,8.0,1.0,0.0,0.0,1.0,39.0,0,0
1399YKBLUE-XS,39.0,11.0,1.0,0.0,0.0,1.0,40.0,0,0
1399YKBLUE-XXL,21.0,10.0,1.0,0.0,0.0,1.0,22.0,0,0
1400YKMULTI-L,15.0,5.0,2.0,0.0,0.0,2.0,17.0,0,0
1400YKMULTI-M,39.0,4.0,1.0,0.0,0.0,1.0,40.0,0,0
1400YKMULTI-S,19.0,6.0,0.0,0.0,0.0,0.0,19.0,0,0
1400YKMULTI-XL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1400YKMULTI-XS,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0,0
1401YKMAROON-3XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1401YKMAROON-XXL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1402YKGREY-XXL,5.0,3.0,0.0,0.0,0.0,0.0,5.0,0,0
1403YKGREY-3XL,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
1403YKGREY-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1403YKGREY-XL,8.0,2.0,0.0,0.0,0.0,0.0,8.0,0,0
1403YKGREY-XXL,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
1406YKMAROON-3XL,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
1406YKMAROON-XXL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1407YKMULTI-3XL,39.0,5.0,8.0,0.0,0.0,62.0,101.0,4,50
1407YKMULTI-4XL,29.0,7.0,1.0,0.0,0.0,40.0,69.0,0,39
1407YKMULTI-5XL,34.0,7.0,1.0,0.0,0.0,40.0,74.0,0,39
1407YKMULTI-6XL,53.0,4.0,5.0,0.0,0.0,39.0,92.0,5,29
1407YKMULTI-7XL,52.0,5.0,3.0,0.0,0.0,75.0,127.0,5,67
1407YKMULTI-8XL,70.0,3.0,5.0,0.0,0.0,13.0,83.0,0,8
1407YKMULTI-XXL,42.0,6.0,11.0,0.0,0.0,81.0,123.0,10,60
1410YKBLACK-M,7.0,2.0,0.0,0.0,0.0,0.0,7.0,0,0
1410YKBLACK-S,21.0,6.0,0.0,0.0,0.0,0.0,21.0,0,0
1412YKMULTI-3XL,53.0,16.0,14.0,0.0,0.0,53.0,106.0,0,39
1412YKMULTI-4XL,12.0,5.0,9.0,0.0,0.0,41.0,53.0,12,20
1412YKMULTI-5XL,35.0,9.0,6.0,0.0,0.0,28.0,63.0,0,22
1412YKMULTI-6XL,6.0,3.0,0.0,0.0,0.0,9.0,15.0,0,9
1412YKMULTI-7XL,10.0,4.0,1.0,0.0,0.0,12.0,22.0,2,9
1412YKMULTI-8XL,30.0,7.0,0.0,0.0,0.0,36.0,66.0,0,36
1412YKMULTI-L,55.0,8.0,15.0,0.0,0.0,112.0,167.0,20,77
1412YKMULTI-M,30.0,7.0,13.0,0.0,4.0,74.0,104.0,10,47
1412YKMULTI-S,14.0,9.0,6.0,0.0,0.0,28.0,42.0,2,20
1412YKMULTI-XL,74.0,11.0,11.0,0.0,1.0,76.0,150.0,0,64
1412YKMULTI-XXL,29.0,7.0,18.0,0.0,0.0,85.0,114.0,20,47
1413YKBROWN-XL,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0
1413YKBROWN-XXL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1414YKGREY-3XL,2.0,1.0,2.0,0.0,0.0,6.0,8.0,4,0
1414YKGREY-4XL,17.0,4.0,3.0,4.0,0.0,7.0,24.0,0,0
1414YKGREY-5XL,3.0,2.0,2.0,2.0,0.0,8.0,11.0,4,0
1414YKGREY-6XL,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0,0
1414YKGREY-7XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1414YKGREY-8XL,1.0,0.0,3.0,0.0,0.0,7.0,8.0,4,0
1414YKGREY-XXL,14.0,4.0,8.0,2.0,1.0,11.0,25.0,0,0
1415YKBALCK-6XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1415YKBALCK-7XL,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0
1415YKBALCK-8XL,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0
1415YKBLACK-3XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1415YKBLACK-4XL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1415YKBLACK-5XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1415YKBLACK-7XL,16.0,7.0,3.0,0.0,0.0,3.0,19.0,0,0
1415YKBLACK-8XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1415YKBLACK-XXL,10.0,8.0,0.0,0.0,0.0,2.0,12.0,2,0
1417YKBLACK-3XL,131.0,6.0,12.0,7.0,0.0,19.0,150.0,0,0
1417YKBLACK-4XL,129.0,7.0,21.0,1.0,0.0,22.0,151.0,0,0
1417YKBLACK-5XL,53.0,9.0,13.0,0.0,0.0,18.0,71.0,0,5
1417YKBLACK-6XL,47.0,5.0,3.0,4.0,0.0,7.0,54.0,0,0
1417YKBLACK-7XL,54.0,5.0,5.0,4.0,0.0,9.0,63.0,0,0
1417YKBLACK-8XL,41.0,4.0,2.0,3.0,0.0,15.0,56.0,0,10
1417YKBLACK-L,61.0,7.0,19.0,2.0,0.0,21.0,82.0,0,0
1417YKBLACK-M,76.0,7.0,24.0,3.0,0.0,27.0,103.0,0,0
1417YKBLACK-S,47.0,6.0,11.0,2.0,0.0,13.0,60.0,0,0
1417YKBLACK-XL,118.0,7.0,21.0,1.0,0.0,22.0,140.0,0,0
1417YKBLACK-XS,26.0,5.0,7.0,2.0,0.0,9.0,35.0,0,0
1417YKBLACK-XXL,93.0,9.0,28.0,5.0,0.0,33.0,126.0,0,0
1418YKRED-3XL,7.0,4.0,0.0,0.0,0.0,0.0,7.0,0,0
1418YKRED-4XL,6.0,4.0,0.0,0.0,0.0,0.0,6.0,0,0
1418YKRED-XXL,12.0,6.0,0.0,0.0,0.0,0.0,12.0,0,0
141YK251PINK-3XL,15.0,8.0,9.0,0.0,0.0,9.0,24.0,0,0
141YK251PINK-4XL,31.0,8.0,10.0,0.0,0.0,10.0,41.0,0,0
141YK251PINK-5XL,11.0,8.0,10.0,0.0,0.0,10.0,21.0,0,0
141YK251PINK-6XL,13.0,4.0,2.0,0.0,0.0,2.0,15.0,0,0
141YK251PINK-7XL,18.0,4.0,2.0,0.0,0.0,2.0,20.0,0,0
141YK251PINK-8XL,11.0,3.0,2.0,0.0,0.0,2.0,13.0,0,0
141YK251PINK-L,48.0,4.0,10.0,0.0,0.0,10.0,58.0,0,0
141YK251PINK-M,38.0,9.0,13.0,0.0,0.0,13.0,51.0,0,0
141YK251PINK-S,3.0,3.0,1.0,0.0,1.0,2.0,5.0,0,0
141YK251PINK-XL,50.0,6.0,7.0,0.0,0.0,7.0,57.0,0,0
141YK251PINK-XS,4.0,3.0,2.0,0.0,0.0,2.0,6.0,0,0
141YK251PINK-XXL,40.0,9.0,16.0,0.0,5.0,26.0,66.0,5,0
141YK251PINK-XXXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1420YKPINK-3XL,8.0,5.0,0.0,0.0,0.0,0.0,8.0,0,0
1420YKPINK-4XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1420YKPINK-XXL,8.0,5.0,0.0,0.0,0.0,0.0,8.0,0,0
1421YKPINK-3XL,53.0,11.0,0.0,0.0,0.0,0.0,53.0,0,0
1421YKPINK-4XL,40.0,11.0,1.0,0.0,0.0,1.0,41.0,0,0
1421YKPINK-5XL,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0,0
1421YKPINK-L,32.0,9.0,1.0,0.0,0.0,1.0,33.0,0,0
1421YKPINK-M,56.0,12.0,1.0,0.0,0.0,1.0,57.0,0,0
1421YKPINK-S,56.0,8.0,1.0,0.0,0.0,1.0,57.0,0,0
1421YKPINK-XL,28.0,12.0,1.0,0.0,0.0,1.0,29.0,0,0
1421YKPINK-XS,9.0,5.0,0.0,0.0,0.0,0.0,9.0,0,0
1421YKPINK-XXL,56.0,9.0,1.0,0.0,0.0,1.0,57.0,0,0
1423YKMAROON-L,10.0,2.0,1.0,0.0,0.0,1.0,11.0,0,0
1423YKMAROON-M,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0,0
1423YKMAROON-S,27.0,5.0,1.0,0.0,0.0,1.0,28.0,0,0
1423YKMAROON-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1428YKGREEN-3XL,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0,0
1428YKGREEN-4XL,7.0,4.0,0.0,0.0,0.0,0.0,7.0,0,0
1428YKGREEN-5XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1428YKGREEN-XXL,12.0,3.0,2.0,0.0,0.0,2.0,14.0,0,0
1429YKBLACK-3XL,6.0,6.0,1.0,0.0,0.0,1.0,7.0,0,0
1429YKBLACK-XXL,17.0,8.0,0.0,0.0,0.0,0.0,17.0,0,0
142YK258BROWN-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1430YKGREEN-L,11.0,3.0,1.0,0.0,0.0,1.0,12.0,0,0
1430YKGREEN-M,12.0,4.0,1.0,0.0,0.0,1.0,13.0,0,0
1430YKGREEN-S,30.0,6.0,1.0,0.0,0.0,1.0,31.0,0,0
1430YKGREEN-XS,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0,0
1431YKGREEN-L,23.0,7.0,1.0,0.0,0.0,1.0,24.0,0,0
1431YKGREEN-M,23.0,9.0,3.0,0.0,0.0,3.0,26.0,0,0
1431YKGREEN-S,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0,0
1431YKGREEN-XL,7.0,4.0,3.0,0.0,0.0,3.0,10.0,0,0
1431YKGREEN-XS,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1434YKRED-L,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1434YKRED-M,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1434YKRED-S,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1434YKRED-XL,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
1437YKWHITE-3XL,3.0,3.0,3.0,0.0,0.0,8.0,11.0,5,0
1437YKWHITE-4XL,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2,0
1437YKWHITE-5XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1437YKWHITE-6XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1437YKWHITE-L,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1437YKWHITE-M,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0,0
1437YKWHITE-S,9.0,3.0,4.0,0.0,0.0,4.0,13.0,0,0
1437YKWHITE-XL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1437YKWHITE-XS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1437YKWHITE-XXL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1439YKBLUE-4XL,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
1439YKBLUE-5XL,11.0,4.0,2.0,0.0,0.0,2.0,13.0,0,0
1439YKBLUE-6XL,4.0,2.0,2.0,0.0,0.0,2.0,6.0,0,0
1439YKBLUE-7XL,3.0,2.0,1.0,0.0,0.0,1.0,4.0,0,0
1439YKBLUE-8XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1439YKBLUE-L,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1439YKBLUE-M,3.0,2.0,1.0,0.0,0.0,1.0,4.0,0,0
1439YKBLUE-S,6.0,4.0,0.0,0.0,0.0,0.0,6.0,0,0
1439YKBLUE-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1439YKBLUE-XS,7.0,3.0,1.0,0.0,0.0,1.0,8.0,0,0
1439YKBLUE-XXL,2.0,2.0,2.0,0.0,0.0,2.0,4.0,0,0
1441YKBLUE-3XL,9.0,4.0,1.0,0.0,0.0,1.0,10.0,0,0
1441YKBLUE-4XL,5.0,2.0,1.0,0.0,0.0,1.0,6.0,0,0
1441YKBLUE-5XL,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0,1
1441YKBLUE-6XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1441YKBLUE-7XL,1.0,2.0,2.0,0.0,0.0,2.0,3.0,0,0
1441YKBLUE-8XL,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0,1
