"Warehouse Id","SKU","Title","Listing Id","FSN","Brand","Flipkart Selling Price","Live on Website","Sales 7D","Sales 14D","Sales 30D","Sales 60D","Sales 90D","B2B Scheduled","Transfers Scheduled","B2B Shipped","Transfers Shipped","B2B Receiving","Transfers Receiving","Reserved for Orders and Recalls","Reserved for Internal Processing","Returns Processing","Orders to Dispatch","Recalls to Dispatch","Damaged","QC Reject","Catalog Reject","Returns Reject","Seller Return Reject","Miscellaneous","Length (in cm)","Breadth (in cm)","Height (in cm)","Weight (in kg)","Fulfilment Type","F Assured Badge"
bhi_vas_wh_nl_01nl,165YK251MUSTRAD-XS,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SPY4FDZGYFAFAUDS,KTAH27SPY4FDZGYF,IKRASS,613.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29.447490000000002,20.263866,1.043178,0.0618,"Smart/Flipkart, Seller",Yes
malur_bts,1057YKBLUE-XL,IKRASS Casual Printed Women Blue Top,LSTTOPH3FTZXNY2GQCPE0BCUY,TOPH3FTZXNY2GQCP,IKRASS,573.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.030402,27.051762,3.1943040000000003,0.197,"Smart/Flipkart, Seller",Yes
malur_bts,6017SKDRED-S,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMA2CHS8P5RMATBR,ETHHGQUMA2CHS8P5,IKRASS,980.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.44393,25.055322,3.294126,0.513,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,6017SKDRED-XL,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMK4MTJPGMIS6HCN,ETHHGQUMK4MTJPGM,IKRASS,980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.549092,24.156924,0.784352,0.0619,"Smart/Flipkart, Seller",No
malur_bts,188YK83NAVY-M,IKRASS Women Fit and Flare Blue Mini/Short Dress,LSTDREH3NN3MA8B3KMTVA5WTN,DREH3NN3MA8B3KMT,IKRASS,565.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44571,26.452830000000002,0.37922199999999995,0.0518,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,237YK345PINK-M,IKRASS Casual Embroidered Women Pink Top,LSTTOPH3FTZHPEYRYMQRWC5PT,TOPH3FTZHPEYRYMQ,IKRASS,546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.43681,26.652474,1.796796,0.126,Seller,Yes
malur_bts,167YK251BLACK-S,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SSRB4FC53VUS14HV,KTAH27SSRB4FC53V,IKRASS,660.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.627554,31.743396,1.347724,0.3244,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,188YK83NAVY-XL,IKRASS Women Fit and Flare Blue Mini/Short Dress,LSTDREH3NN3UVRGKFKBBXV6UI,DREH3NN3UVRGKFKB,IKRASS,565.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44571,26.353008,0.37922199999999995,0.0518,"Smart/Flipkart, Seller",Yes
malur_bts,5037YKPINK-M,IKRASS Regular Fit Women Pink Trousers,LSTTROHCZ9GFSH9YGHC4RWPZL,TROHCZ9GFSH9YGHC,IKRASS,583.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.638234000000004,29.746955999999997,0.23952199999999998,0.0417,"Smart/Flipkart, Seller",No
bhi_vas_wh_nl_01nl,165YK251MUSTRAD-8XL,IKRASS Women Solid Anarkali Kurta,LSTKTAHHC4E5YUFCHPKGLMSHE,KTAHHC4E5YUFCHPK,IKRASS,773.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.023282,31.543751999999998,1.713484,0.3434,"Smart/Flipkart, Seller",No
malur_bts,6017SKDRED-XL,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMK4MTJPGMIS6HCN,ETHHGQUMK4MTJPGM,IKRASS,980.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.549092,24.156924,0.784352,0.0619,"Smart/Flipkart, Seller",No
bhi_vas_wh_nl_01nl,6017SKDRED-M,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMWZZ6EHPUIC0BBS,ETHHGQUMWZZ6EHPU,IKRASS,980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.342328,27.95016,4.092702,0.528,"Smart/Flipkart, Seller",No
malur_bts,167YK251BLACK-4XL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SZK22HZRSNHFYRDH,KTAH27SZK22HZRSN,IKRASS,691.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.42613,29.547311999999998,1.926082,0.3744,"Smart/Flipkart, Seller",Yes
malur_bts,1057YKBLUE-L,IKRASS Casual Printed Women Blue Top,LSTTOPH3FTZMMRFSGXG1M8MEQ,TOPH3FTZMMRFSGXG,IKRASS,609.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.640014,28.549092,1.746758,0.076,"Smart/Flipkart, Seller",No
malur_bts,7005YKBLSMULTI-M,IKRASS Round Neck Women Blouse,LSTBLOH3Q7SQPPUHV7AQGYY27,BLOH3Q7SQPPUHV7A,IKRASS,595.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.943040000000003,28.648914,0.327914,0.0126,"Smart/Flipkart, Seller",Yes
malur_bts,237YK345PINK-S,IKRASS Casual Embroidered Women Pink Top,LSTTOPH3FTZ9E3HGAXJPDHUDR,TOPH3FTZ9E3HGAXJ,IKRASS,546.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.540192000000005,27.95016,2.0962620000000003,0.114,Seller,Yes
bhi_vas_wh_nl_01nl,166YK251BLUE-4XL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SZYEETHNUPOCXLAG,KTAH27SZYEETHNUP,IKRASS,686.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.825418,30.94482,1.392428,0.3312,"Smart/Flipkart, Seller",No
malur_bts,165YK251MUSTRAD-7XL,IKRASS Women Solid Anarkali Kurta,LSTKTAHHC4EP36SGXRHGSIPO3,KTAHHC4EP36SGXRH,IKRASS,773.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.627554,31.743396,1.347724,0.3244,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,6017SKDRED-3XL,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMYCUZR29GLIYI9C,ETHHGQUMYCUZR29G,IKRASS,1022.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.648914,24.156924,0.544068,0.0433,"Smart/Flipkart, Seller",Yes
malur_bts,1057YKBLUE-XS,IKRASS Casual Printed Women Blue Top,LSTTOPH3FTZQ3PKBTGZTZC80I,TOPH3FTZQ3PKBTGZ,IKRASS,609.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.035742,30.146244000000003,2.196084,0.161,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,6016SKDBLUE-L,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMW9NRVGE5HTFTK2,ETHHGQUMW9NRVGE5,IKRASS,978.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.527732,29.247846000000003,2.5620979999999998,0.378,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,5037YKPINK-S,IKRASS Regular Fit Women Pink Trousers,LSTTROHCZ9GPADYJCNEKAYLWD,TROHCZ9GPADYJCNE,IKRASS,583.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.94126,25.554432000000002,0.7086600000000001,0.0974,"Smart/Flipkart, Seller",Yes
malur_bts,5037YKPINK-S,IKRASS Regular Fit Women Pink Trousers,LSTTROHCZ9GPADYJCNEKAYLWD,TROHCZ9GPADYJCNE,IKRASS,583.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.94126,25.554432000000002,0.7086600000000001,0.0974,"Smart/Flipkart, Seller",Yes
malur_bts,1007YKBLACK-M,IKRASS Women Printed Anarkali Kurta,LSTKTAHC4DE2MDEEXWVZORB4F,KTAHC4DE2MDEEXWV,IKRASS,926.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.324528,31.244286000000002,0.94488,0.2278,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,188YK83NAVY-XS,IKRASS Women Fit and Flare Blue Mini/Short Dress,LSTDREHEZEDZGBXKHSWRJW3OK,DREHEZEDZGBXKHSW,IKRASS,565.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44571,26.452830000000002,0.37922199999999995,0.0518,"Smart/Flipkart, Seller",No
malur_bts,1048YKBLUE-S,IKRASS Casual Embroidered Women Dark Blue Top,LSTTOPH3FTZQC4HHY7GQFNJRJ,TOPH3FTZQC4HHY7G,IKRASS,444.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.44571,26.452830000000002,0.37922199999999995,0.0518,"Smart/Flipkart, Seller",No
bhi_vas_wh_nl_01nl,1882YKBROWN-M,IKRASS Casual Printed Women Brown Top,LSTTOPHC6EPYBZXNJFHSNCKND,TOPHC6EPYBZXNJFH,IKRASS,601.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.638234000000004,29.746955999999997,0.23952199999999998,0.0417,"Smart/Flipkart, Seller",Yes
malur_bts,1048YKBLUE-8XL,IKRASS Casual Embroidered Women Grey Top,LSTTOPHFGF56JU8RE6VHPMKFJ,TOPHFGF56JU8RE6V,IKRASS,609.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44571,26.353008,0.37922199999999995,0.0518,"Smart/Flipkart, Seller",No
malur_bts,1057YKBLUE-S,IKRASS Casual Printed Women Blue Top,LSTTOPH3FTZFWYEQNUUHUAWPK,TOPH3FTZFWYEQNUU,IKRASS,609.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.43325,29.746955999999997,2.5953720000000002,0.179,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,6018SKDYELLOW-3XL,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMFG5JVZEHSJKUDH,ETHHGQUMFG5JVZEH,IKRASS,1022.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.627554,31.743396,1.347724,0.3244,"Smart/Flipkart, Seller",No
malur_bts,1007YKBLACK-6XL,IKRASS Women Printed Anarkali Kurta,LSTKTAHC4DEXFTEHHTT4EHUH9,KTAHC4DEXFTEHHTT,IKRASS,1075.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.723816,30.844998000000004,1.429512,0.3568,"Smart/Flipkart, Seller",No
malur_bts,1588YKBLUE-8XL,IKRASS Women Printed A-line Kurta,LSTKTAHDFYDNZVM8JEUUBP8XH,KTAHDFYDNZVM8JEU,IKRASS,654.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.42613,29.547311999999998,1.926082,0.3744,"Smart/Flipkart, Seller",Yes
malur_bts,4018DRSBLUE-S,IKRASS Casual Printed Women Blue Top,LSTTOPHEYK5Q9DEEEUPYIXND9,TOPHEYK5Q9DEEEUP,IKRASS,436.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.641794000000004,27.650694,2.795016,0.076,"Smart/Flipkart, Seller",Yes
malur_bts,6017SKDRED-L,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMP6JE6DWRI6WLAE,ETHHGQUMP6JE6DWR,IKRASS,980.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40.128444,30.545532,1.639824,0.3397,"Smart/Flipkart, Seller",No
malur_bts,165YK251MUSTRAD-6XL,IKRASS Women Solid Anarkali Kurta,LSTKTAHHC4EQBD3RRGXPA2ZXI,KTAHHC4EQBD3RRGX,IKRASS,773.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.627554,31.743396,1.347724,0.3244,"Smart/Flipkart, Seller",Yes
