"Warehouse Id","SKU","Title","Listing Id","FSN","Brand","Flipkart Selling Price","Live on Website","Sales 7D","Sales 14D","Sales 30D","Sales 60D","Sales 90D","B2B Scheduled","Transfers Scheduled","B2B Shipped","Transfers Shipped","B2B Receiving","Transfers Receiving","Reserved for Orders and Recalls","Reserved for Internal Processing","Returns Processing","Orders to Dispatch","Recalls to Dispatch","Damaged","QC Reject","Catalog Reject","Returns Reject","Seller Return Reject","Miscellaneous","Length (in cm)","Breadth (in cm)","Height (in cm)","Weight (in kg)","Fulfilment Type","F Assured Badge"
malur_bts,6017SKDRED-3XL,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMYCUZR29GLIYI9C,ETHHGQUMYCUZR29G,IKRASS,998.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.648914,24.156924,0.544068,0.0433,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,1882YKBROWN-M,IKRASS Casual Printed Women Brown Top,LSTTOPHC6EPYBZXNJFHSNCKND,TOPHC6EPYBZXNJFH,IKRASS,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.638234000000004,29.746955999999997,0.23952199999999998,0.0417,Seller,Yes
malur_bts,165YK251MUSTRAD-8XL,IKRASS Women Solid Anarkali Kurta,LSTKTAHHC4E5YUFCHPKGLMSHE,KTAHHC4E5YUFCHPK,IKRASS,765.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.023282,31.543751999999998,1.713484,0.3434,"Smart/Flipkart, Seller",No
malur_bts,6018SKDYELLOW-XXL,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUM3UDFRFMQB43A91,ETHHGQUM3UDFRFMQ,IKRASS,998.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.643574,24.057102,0.958342,0.0544,"Smart/Flipkart, Seller",Yes
malur_bts,167YK251BLACK-XXL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SVUTAUVZUEKNFEP4,KTAH27SVUTAUVZUE,IKRASS,678.0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.527732,30.844998000000004,1.617218,0.164,Seller,Yes
malur_bts,167YK251BLACK-M,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SNFSAFSQGUI00KM3,KTAH27SNFSAFSQGU,IKRASS,646.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.97864,8.98398,2.49555,0.48,Seller,Yes
malur_bts,237YK345PINK-S,IKRASS Casual Embroidered Women Pink Top,LSTTOPH3FTZ9E3HGAXJPDHUDR,TOPH3FTZ9E3HGAXJ,IKRASS,538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.540192000000005,27.95016,2.0962620000000003,0.114,Seller,Yes
bhi_vas_wh_nl_01nl,5041YKBOTTELGREEN-XXL,IKRASS Regular Fit Women Dark Green Trousers,LSTTROHCZ9GDYR9QCP2HZIL9T,TROHCZ9GDYR9QCP2,IKRASS,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.041082,25.654253999999998,0.688848,0.097,Seller,Yes
bhi_vas_wh_nl_01nl,166YK251BLUE-L,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SHHXWZPYEDK1YHDL,KTAH27SHHXWZPYED,IKRASS,646.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.42613,30.745176,1.3208,0.2235,Seller,Yes
malur_bts,1057YKBLUE-XL,IKRASS Casual Printed Women Blue Top,LSTTOPH3FTZXNY2GQCPE0BCUY,TOPH3FTZXNY2GQCP,IKRASS,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.030402,27.051762,3.1943040000000003,0.197,"Smart/Flipkart, Seller",Yes
