seller id,warehouse id,po_type,seller sku code,sku id,sku code,style id,inventory count,blocked count,sellable inventory count,is active,modified on
36841,81,SJIT,1569PLYKBLUE-XXL,82705270,YARYKRTA82705270,25623974,1,,0,1,44:50.0
36841,81,SJIT,1417PLYKNBLACK-8XL,104416094,YARYKRTI104416094,32415870,1,,0,1,12:15.0
36841,31055,SJIT,1370PLYKNMAROON-7XL,101189788,YARYKRTA101189788,16605214,1,,0,1,48:46.0
36841,81,SJIT,4018DRSBLUE-L,116224678,YARYTOPS116224678,36379856,2,,0,1,00:10.0
36841,81,SJIT,6016SKDBLUE-M,119482356,YARYKASS119482356,37371486,1,,0,1,42:44.0
36841,36,SJIT,40277758,40277758,YARYKRTA40277758,11007964,2,,0,1,30:18.0
36841,28,SJIT,36382924,36382924,YARYKRTA36382924,10613114,1,,0,1,15:13.0
36841,309,SJIT,37958344,37958344,YARYDRSS37958344,11008030,1,,0,1,11:00.0
36841,43815,SJIT,45233579,45233579,YARYKRTA45233579,13001180,1,,0,1,49:09.0
36841,28,SJIT,1883YKPURPLE-L,109829218,YARYKRTA109829218,34008864,1,,0,1,45:37.0
36841,28,SJIT,44252138,44252138,YARYTRSR44252138,11543230,1,,0,1,06:11.0
36841,36,SJIT,40277754,40277754,YARYKRTA40277754,10089303,1,,0,1,06:23.0
36841,81,SJIT,37958472,37958472,YARYKRTA37958472,11008048,1,,0,1,45:10.0
36841,36,SJIT,39175016,39175016,YARYKRTA39175016,10613114,1,,0,1,15:13.0
36841,309,SJIT,46456437,46456437,YARYKRTA46456437,13671642,1,,0,1,24:38.0
36841,15774,SJIT,1593PLYKGREEN-5XL,82078546,YARYKRTA82078546,25451620,2,,0,1,44:44.0
36841,28,SJIT,1388YKCMAROON-S,69755212,YARYKRTA69755212,22056020,1,,0,1,44:51.0
36841,309,SJIT,44974711,44974711,YARYKRTA44974711,12864142,1,,0,1,45:35.0
36841,15774,SJIT,44252100,44252100,YARYKRTA44252100,11543222,1,,0,1,45:08.0
36841,36,SJIT,1556PLYKCGREEN-3XL,99185420,YARYKRTI99185420,30817049,1,,0,1,07:29.0
36841,15774,SJIT,37958120,37958120,YARYKRTA37958120,11007986,2,,0,1,04:43.0
36841,36,SJIT,37958344,37958344,YARYDRSS37958344,11008030,4,,0,1,11:00.0
36841,36,SJIT,47061546,47061546,YARYKRTA47061546,13994570,1,,0,1,43:09.0
36841,36,SJIT,34817385,34817385,YARYKRTA34817385,10089303,1,,0,1,06:23.0
36841,15774,SJIT,42649966,42649966,YARYKRTA42649966,12253048,1,,0,1,10:00.0
36841,36,SJIT,46456430,46456430,YARYKRTA46456430,13671638,2,,0,1,17:24.0
36841,15774,SJIT,45233514,45233514,YARYKRTA45233514,13001144,1,,0,1,44:52.0
