"Customer Shipment Date","Merchant SKU","FNSKU","ASIN","FC","Quantity","Amazon Order Id","Currency","Product Amount","Shipping Amount","Gift Amount","Shipment To City","Shipment To State","Shipment To Postal Code"
"2026-08-05T11:22:57+04:00","1023YKNPBLUE-XXL","X001VLOOUR","B07VM6BGT3","DXB6","1","402-5156220-6235514","AED","38.00","1.00","0.00","Abu Dhabi","--","--"
