OMS_SKU,2026-07-30
1249YKMULTI-3XL,6
1249YKMULTI-4XL,3
1249YKMULTI-5XL,3
1249YKMULTI-L,5
1249YKMULTI-M,14
1249YKMULTI-S,10
1249YKMULTI-XL,8
1249YKMULTI-XS,17
1249YKMULTI-XXL,20
124YK212INDIGO-L,0
1250YKBLACK-3XL,0
1250YKBLACK-4XL,0
1250YKBLACK-5XL,1
1250YKBLACK-L,10
1250YKBLACK-M,10
1250YKBLACK-S,20
1250YKBLACK-XL,7
1250YKBLACK-XS,8
1250YKBLACK-XXL,0
1251DPT21MULTI-3XL,1
1251DPT21MULTI-4XL,0
1251DPT21MULTI-5XL,13
1251DPT21MULTI-6XL,1
1251DPT21MULTI-7XL,1
1251DPT21MULTI-8XL,3
1251DPT21MULTI-L,8
1251DPT21MULTI-M,1
1251DPT21MULTI-S,69
1251DPT21MULTI-XL,0
1251DPT21MULTI-XS,67
1251DPT21MULTI-XXL,3
1251KDMAROON-11-12,3
1251KDMAROON-13-14,4
1251KDMAROON-7-8,11
1251KDMAROON-9-10,7
1251YKMAROON-3XL,3
1251YKMAROON-4XL,2
1251YKMAROON-5XL,23
1251YKMAROON-6XL,5
1251YKMAROON-7XL,1
1251YKMAROON-8XL,6
1251YKMAROON-L,13
1251YKMAROON-M,5
1251YKMAROON-S,78
1251YKMAROON-XL,4
1251YKMAROON-XS,75
1251YKMAROON-XXL,7
1252DPT28GREEN-3XL,19
1252DPT28GREEN-4XL,31
1252DPT28GREEN-5XL,2
1252DPT28GREEN-6XL,5
1252DPT28GREEN-7XL,32
1252DPT28GREEN-8XL,5
1252DPT28GREEN-L,35
1252DPT28GREEN-M,11
1252DPT28GREEN-S,15
1252DPT28GREEN-XL,35
1252DPT28GREEN-XS,3
1252DPT28GREEN-XXL,45
1252YKGREEN-3XL,26
1252YKGREEN-4XL,36
1252YKGREEN-5XL,6
1252YKGREEN-6XL,8
1252YKGREEN-7XL,35
1252YKGREEN-8XL,9
1252YKGREEN-L,39
1252YKGREEN-M,16
1252YKGREEN-S,20
1252YKGREEN-XL,41
1252YKGREEN-XS,6
1252YKGREEN-XXL,50
1253YKBLACK-3XL,68
1253YKBLACK-4XL,63
1253YKBLACK-5XL,34
1253YKBLACK-6XL,14
1253YKBLACK-7XL,20
1253YKBLACK-8XL,28
1253YKBLACK-L,12
1253YKBLACK-M,3
1253YKBLACK-S,21
1253YKBLACK-XL,23
1253YKBLACK-XS,13
1253YKBLACK-XXL,64
1254YKBLUE-3XL,1
1254YKBLUE-4XL,6
1254YKBLUE-5XL,24
1254YKBLUE-6XL,0
1254YKBLUE-L,28
1254YKBLUE-M,1
1254YKBLUE-S,2
1254YKBLUE-XL,1
1254YKBLUE-XS,10
1254YKBLUE-XXL,0
1255YKMAROON-3XL,149
1255YKMAROON-4XL,56
1255YKMAROON-5XL,101
1255YKMAROON-6XL,44
1255YKMAROON-7XL,18
1255YKMAROON-8XL,36
1255YKMAROON-L,59
1255YKMAROON-M,41
1255YKMAROON-S,44
1255YKMAROON-XL,43
1255YKMAROON-XS,32
1255YKMAROON-XXL,55
1256YKPEACH-3XL,79
1256YKPEACH-4XL,91
1256YKPEACH-5XL,97
1256YKPEACH-6XL,87
1256YKPEACH-7XL,30
1256YKPEACH-8XL,27
1256YKPEACH-L,33
1256YKPEACH-M,42
1256YKPEACH-S,44
1256YKPEACH-XL,68
1256YKPEACH-XS,29
1256YKPEACH-XXL,91
1257YKBLUE-3XL,12
1257YKBLUE-4XL,6
1257YKBLUE-5XL,36
1257YKBLUE-6XL,3
1257YKBLUE-7XL,14
1257YKBLUE-8XL,21
1257YKBLUE-L,22
1257YKBLUE-M,6
1257YKBLUE-S,20
1257YKBLUE-XL,11
1257YKBLUE-XS,22
1257YKBLUE-XXL,7
1258DPT35WHITE-3XL,20
1258DPT35WHITE-4XL,28
1258DPT35WHITE-5XL,14
1258DPT35WHITE-6XL,16
1258DPT35WHITE-7XL,0
1258DPT35WHITE-8XL,3
1258DPT35WHITE-L,8
1258DPT35WHITE-M,39
1258DPT35WHITE-S,25
1258DPT35WHITE-XL,8
1258DPT35WHITE-XS,10
1258DPT35WHITE-XXL,22
1258YKWHITE-3XL,26
1258YKWHITE-4XL,31
1258YKWHITE-5XL,17
1258YKWHITE-6XL,23
1258YKWHITE-7XL,1
1258YKWHITE-8XL,5
1258YKWHITE-L,13
1258YKWHITE-M,42
1258YKWHITE-S,30
1258YKWHITE-XL,14
1258YKWHITE-XS,13
1258YKWHITE-XXL,28
1259YKBLUE-3XL,0
1259YKBLUE-4XL,0
1259YKBLUE-5XL,0
1259YKBLUE-L,0
1259YKBLUE-M,2
1259YKBLUE-S,5
1259YKBLUE-XL,0
1259YKBLUE-XS,16
1259YKBLUE-XXL,0
125YK227BLACK-S,0
125YK227BLACK-XL,0
1260YKTEAL-3XL,0
1260YKTEAL-4XL,6
1260YKTEAL-5XL,4
1260YKTEAL-6XL,0
1260YKTEAL-7XL,23
1260YKTEAL-8XL,9
1260YKTEAL-L,4
1260YKTEAL-M,13
1260YKTEAL-S,7
1260YKTEAL-XL,11
1260YKTEAL-XS,2
1260YKTEAL-XXL,10
1261YKGREEN-3XL,54
1261YKGREEN-4XL,94
1261YKGREEN-5XL,83
1261YKGREEN-6XL,33
1261YKGREEN-7XL,21
1261YKGREEN-8XL,21
1261YKGREEN-L,43
1261YKGREEN-M,19
1261YKGREEN-S,19
1261YKGREEN-XL,45
1261YKGREEN-XS,14
1261YKGREEN-XXL,45
1262YKBLACK-3XL,91
1262YKBLACK-4XL,78
1262YKBLACK-5XL,15
1262YKBLACK-6XL,8
1262YKBLACK-7XL,5
1262YKBLACK-8XL,0
1262YKBLACK-L,62
1262YKBLACK-M,40
1262YKBLACK-S,137
1262YKBLACK-XL,82
1262YKBLACK-XS,9
1262YKBLACK-XXL,146
1263YKGREEN-3XL,0
1263YKGREEN-L,0
1263YKGREEN-M,0
1263YKGREEN-S,0
1263YKGREEN-XL,0
1263YKGREEN-XXL,0
1264YKGREEN-4XL,0
1264YKGREEN-L,1
1264YKGREEN-M,0
1264YKGREEN-S,0
1264YKGREEN-XL,1
1264YKGREEN-XS,2
1264YKGREEN-XXL,3
1265YKPINK-3XL,8
1265YKPINK-4XL,2
1265YKPINK-5XL,5
1265YKPINK-6XL,0
1265YKPINK-7XL,0
1265YKPINK-8XL,3
1265YKPINK-L,4
1265YKPINK-M,3
1265YKPINK-S,7
1265YKPINK-XL,5
1265YKPINK-XS,6
1265YKPINK-XXL,7
1266YKBLUE-3XL,5
1266YKBLUE-4XL,48
1266YKBLUE-5XL,33
1266YKBLUE-6XL,7
1266YKBLUE-7XL,17
1266YKBLUE-8XL,5
1266YKBLUE-L,4
1266YKBLUE-M,13
1266YKBLUE-S,51
1266YKBLUE-XL,18
1266YKBLUE-XS,2
1266YKBLUE-XXL,37
1267YKPINK-3XL,9
1267YKPINK-4XL,5
1267YKPINK-5XL,0
1267YKPINK-L,1
1267YKPINK-M,0
1267YKPINK-S,0
1267YKPINK-XL,0
1267YKPINK-XS,0
1267YKPINK-XXL,5
1268YKMULTI-3XL,50
1268YKMULTI-4XL,61
1268YKMULTI-5XL,29
1268YKMULTI-6XL,11
1268YKMULTI-7XL,9
1268YKMULTI-8XL,9
1268YKMULTI-L,94
1268YKMULTI-M,111
1268YKMULTI-S,66
1268YKMULTI-XL,95
1268YKMULTI-XS,22
1268YKMULTI-XXL,34
1269YKMUSTARD-3XL,0
1269YKMUSTARD-L,2
1269YKMUSTARD-M,8
1269YKMUSTARD-S,13
1269YKMUSTARD-XL,1
1269YKMUSTARD-XXL,2
126YK240BLACK-3XL,8
126YK240BLACK-4XL,4
126YK240BLACK-5XL,1
126YK240BLACK-L,0
126YK240BLACK-M,0
126YK240BLACK-S,0
126YK240BLACK-XL,1
126YK240BLACK-XXL,3
1270KDBLUE-11-12,0
1270KDBLUE-13-14,0
1270KDBLUE-7-8,1
1270KDBLUE-9-10,0
1270YKBLUE-3XL,60
1270YKBLUE-4XL,62
1270YKBLUE-5XL,107
1270YKBLUE-6XL,57
1270YKBLUE-7XL,0
1270YKBLUE-8XL,50
1270YKBLUE-L,116
1270YKBLUE-M,149
1270YKBLUE-S,65
1270YKBLUE-XL,54
1270YKBLUE-XS,86
1270YKBLUE-XXL,119
1271YKPINK-3XL,80
1271YKPINK-4XL,85
1271YKPINK-5XL,100
1271YKPINK-6XL,32
1271YKPINK-7XL,22
1271YKPINK-8XL,4
1271YKPINK-L,93
1271YKPINK-M,179
1271YKPINK-S,30
1271YKPINK-XL,72
1271YKPINK-XS,3
1271YKPINK-XXL,67
1272YKBLACK-3XL,1
1272YKBLACK-4XL,0
1272YKBLACK-5XL,0
1272YKBLACK-L,1
1272YKBLACK-M,2
1272YKBLACK-S,4
1272YKBLACK-XL,2
1272YKBLACK-XS,5
1272YKBLACK-XXL,4
1273YKBLUE-3XL,0
1273YKBLUE-4XL,0
1273YKBLUE-5XL,0
1273YKBLUE-L,0
1273YKBLUE-M,0
1273YKBLUE-S,0
1273YKBLUE-XL,0
1273YKBLUE-XS,2
1273YKBLUE-XXL,0
1274YKBLUE-3XL,0
1274YKBLUE-L,0
1274YKBLUE-M,2
1274YKBLUE-S,7
1274YKBLUE-XL,0
1274YKBLUE-XXL,0
1275YKPINK-L,0
1275YKPINK-M,0
1275YKPINK-S,0
1275YKPINK-XL,1
1275YKPINK-XXL,0
1277YKGREEN-L,3
1277YKGREEN-M,6
1277YKGREEN-S,53
1277YKGREEN-XL,2
1277YKGREEN-XS,25
1277YKGREEN-XXL,0
1278YKPINK-3XL,10
1278YKPINK-4XL,34
1278YKPINK-5XL,29
1278YKPINK-L,110
1278YKPINK-M,124
1278YKPINK-S,55
1278YKPINK-XL,122
1278YKPINK-XS,3
1278YKPINK-XXL,47
1279YKBLUE-3XL,0
1279YKBLUE-4XL,0
1279YKBLUE-5XL,0
1279YKBLUE-L,0
1279YKBLUE-M,0
1279YKBLUE-S,0
1279YKBLUE-XL,0
1279YKBLUE-XXL,0
1280YKBLUE-L,17
1280YKBLUE-M,6
1280YKBLUE-S,9
1280YKBLUE-XL,28
1280YKBLUE-XXL,2
1281YKPINK-L,0
1281YKPINK-M,0
1281YKPINK-S,1
1281YKPINK-XL,0
1281YKPINK-XS,0
1281YKPINK-XXL,0
1282YKYELLOW-3XL,0
1282YKYELLOW-L,9
1282YKYELLOW-M,23
1282YKYELLOW-S,2
1282YKYELLOW-XL,20
1282YKYELLOW-XXL,25
1284YKBLUE-3XL,0
1284YKBLUE-4XL,0
1284YKBLUE-5XL,0
1284YKBLUE-L,1
1284YKBLUE-M,1
1284YKBLUE-S,1
1284YKBLUE-XL,1
1284YKBLUE-XS,1
1284YKBLUE-XXL,0
1285YKWHITE-5XL,0
1285YKWHITE-L,0
1285YKWHITE-M,0
1285YKWHITE-S,2
1285YKWHITE-XL,0
1285YKWHITE-XXL,0
1286YKMULTI-3XL,1
1286YKMULTI-L,1
1286YKMULTI-M,5
1286YKMULTI-S,36
1286YKMULTI-XL,0
1286YKMULTI-XXL,2
1287YKBROWN-3XL,23
1287YKBROWN-4XL,11
1287YKBROWN-5XL,3
1287YKBROWN-6XL,2
1287YKBROWN-7XL,1
1287YKBROWN-8XL,1
1287YKBROWN-L,16
1287YKBROWN-M,12
1287YKBROWN-S,35
1287YKBROWN-XL,3
1287YKBROWN-XS,14
1287YKBROWN-XXL,58
1288YKGREEN-3XL,0
1288YKGREEN-L,1
1288YKGREEN-M,0
1288YKGREEN-S,0
1288YKGREEN-XL,5
1288YKGREEN-XXL,0
1289YKMULTI-5XL,0
1289YKMULTI-L,0
1289YKMULTI-M,0
1289YKMULTI-S,0
1289YKMULTI-XL,0
1289YKMULTI-XXL,0
1290YKYELLOW-3XL,0
1290YKYELLOW-4XL,0
1290YKYELLOW-5XL,0
1290YKYELLOW-XXL,0
1291YKRED-3XL,0
1291YKRED-4XL,0
1291YKRED-5XL,0
1291YKRED-L,0
1291YKRED-M,2
1291YKRED-S,4
1291YKRED-XL,0
1291YKRED-XXL,0
1292YKGREEN-3XL,0
1292YKGREEN-4XL,0
1292YKGREEN-5XL,0
1292YKGREEN-L,1
1292YKGREEN-M,10
1292YKGREEN-S,7
1292YKGREEN-XL,3
1292YKGREEN-XXL,0
1293KDMAROON-11-12,0
1293KDMAROON-13-14,1
1293KDMAROON-7-8,23
1293KDMAROON-9-10,11
1293YKMAROON-3XL,157
1293YKMAROON-4XL,43
1293YKMAROON-5XL,11
1293YKMAROON-6XL,30
1293YKMAROON-7XL,48
1293YKMAROON-8XL,13
1293YKMAROON-L,151
1293YKMAROON-M,145
1293YKMAROON-S,38
1293YKMAROON-XL,93
1293YKMAROON-XS,28
1293YKMAROON-XXL,75
1294YKGREEN-3XL,127
1294YKGREEN-4XL,107
1294YKGREEN-5XL,79
1294YKGREEN-6XL,8
1294YKGREEN-7XL,23
1294YKGREEN-8XL,10
1294YKGREEN-L,31
1294YKGREEN-M,18
1294YKGREEN-S,29
1294YKGREEN-XL,43
1294YKGREEN-XS,5
1294YKGREEN-XXL,96
1295YKPINK-3XL,0
1295YKPINK-4XL,1
1295YKPINK-5XL,2
1295YKPINK-L,0
1295YKPINK-M,4
1295YKPINK-S,3
1295YKPINK-XL,0
1295YKPINK-XS,5
1295YKPINK-XXL,0
1296YKRED-L,2
1296YKRED-M,8
1296YKRED-S,11
1296YKRED-XL,3
1297YKMUSTARD-3XL,0
1297YKMUSTARD-L,4
1297YKMUSTARD-M,42
1297YKMUSTARD-S,9
1297YKMUSTARD-XL,8
1297YKMUSTARD-XXL,0
1298YKBLACK-L,0
1298YKBLACK-M,0
1298YKBLACK-S,0
1298YKBLACK-XL,0
1298YKBLACK-XXL,0
1299YKBLUE-3XL,0
1299YKBLUE-L,0
1299YKBLUE-S,0
129YK245MROON-XXL,0
1300YKORANGE-3XL,24
1300YKORANGE-4XL,26
1300YKORANGE-5XL,12
1300YKORANGE-6XL,8
1300YKORANGE-7XL,9
1300YKORANGE-8XL,10
1300YKORANGE-L,19
1300YKORANGE-M,13
1300YKORANGE-S,5
1300YKORANGE-XL,5
1300YKORANGE-XS,26
1300YKORANGE-XXL,33
1301YKBLUE-5XL,0
1301YKBLUE-L,0
1301YKBLUE-M,2
1301YKBLUE-S,0
1301YKBLUE-XL,3
1301YKBLUE-XXL,0
1302YKMULTI-3XL,-1
1302YKMULTI-4XL,0
1302YKMULTI-5XL,0
1302YKMULTI-L,1
1302YKMULTI-M,3
1302YKMULTI-S,15
1302YKMULTI-XL,0
1302YKMULTI-XS,25
1302YKMULTI-XXL,0
1303YKBLACK-3XL,117
1303YKBLACK-4XL,30
1303YKBLACK-5XL,38
1303YKBLACK-6XL,21
1303YKBLACK-7XL,33
1303YKBLACK-8XL,34
1303YKBLACK-L,133
1303YKBLACK-M,87
1303YKBLACK-S,165
1303YKBLACK-XL,120
1303YKBLACK-XS,68
1303YKBLACK-XXL,127
1304YKKHAKI-3XL,0
1304YKKHAKI-4XL,0
1304YKKHAKI-5XL,0
1304YKKHAKI-L,1
1304YKKHAKI-M,4
1304YKKHAKI-S,0
1304YKKHAKI-XL,2
1304YKKHAKI-XS,1
1304YKKHAKI-XXL,5
1305YKBLUE-3XL,0
1305YKBLUE-4XL,0
1305YKBLUE-L,2
1305YKBLUE-M,1
1305YKBLUE-S,0
1305YKBLUE-XL,0
1305YKBLUE-XXL,0
1306YKORANGE-3XL,115
1306YKORANGE-4XL,56
1306YKORANGE-5XL,126
1306YKORANGE-6XL,41
1306YKORANGE-7XL,38
1306YKORANGE-8XL,46
1306YKORANGE-L,119
1306YKORANGE-M,137
1306YKORANGE-S,94
1306YKORANGE-XL,100
1306YKORANGE-XS,33
1306YKORANGE-XXL,150
1307YKBLUE-3XL,86
1307YKBLUE-4XL,113
1307YKBLUE-5XL,154
1307YKBLUE-6XL,53
1307YKBLUE-7XL,29
1307YKBLUE-8XL,46
1307YKBLUE-L,72
1307YKBLUE-M,44
1307YKBLUE-S,65
1307YKBLUE-XL,87
1307YKBLUE-XS,54
1307YKBLUE-XXL,80
1308DPT6MULTI-3XL,9
1308DPT6MULTI-4XL,9
1308DPT6MULTI-5XL,9
1308DPT6MULTI-L,9
1308DPT6MULTI-M,9
1308DPT6MULTI-S,9
1308DPT6MULTI-XL,2
1308DPT6MULTI-XS,5
1308DPT6MULTI-XXL,9
1308YKBLUE-3XL,59
1308YKBLUE-4XL,17
1308YKBLUE-5XL,82
1308YKBLUE-6XL,0
1308YKBLUE-L,47
1308YKBLUE-M,31
1308YKBLUE-S,46
1308YKBLUE-XL,8
1308YKBLUE-XS,8
1308YKBLUE-XXL,69
1309YKRED-3XL,90
1309YKRED-4XL,105
1309YKRED-5XL,141
1309YKRED-L,15
1309YKRED-M,17
1309YKRED-S,29
1309YKRED-XL,42
1309YKRED-XS,20
1309YKRED-XXL,69
1310YKBLUE-3XL,3
1310YKBLUE-4XL,0
1310YKBLUE-5XL,1
1310YKBLUE-6XL,1
1310YKBLUE-L,5
1310YKBLUE-M,19
1310YKBLUE-S,11
1310YKBLUE-XL,5
1310YKBLUE-XS,9
1310YKBLUE-XXL,3
1311YKMUSTARD-3XL,0
1311YKMUSTARD-4XL,0
1311YKMUSTARD-5XL,0
1311YKMUSTARD-L,0
1311YKMUSTARD-M,0
1311YKMUSTARD-S,0
1311YKMUSTARD-XL,0
1311YKMUSTARD-XXL,0
1312YKGREEN-L,8
1312YKGREEN-M,14
1312YKGREEN-S,3
1312YKGREEN-XL,3
1312YKGREEN-XXL,4
1313YKBROWN-5XL,0
1313YKBROWN-L,0
1313YKBROWN-M,0
1313YKBROWN-S,0
1313YKBROWN-XL,0
1313YKBROWN-XXL,0
1314YKWHITE-3XL,0
1314YKWHITE-4XL,0
1314YKWHITE-5XL,0
1314YKWHITE-L,0
1314YKWHITE-M,0
1314YKWHITE-S,0
1314YKWHITE-XL,0
1314YKWHITE-XXL,0
1315YKRED-4XL,0
1315YKRED-5XL,0
1315YKRED-L,1
1315YKRED-M,3
1315YKRED-S,5
1315YKRED-XL,0
1315YKRED-XXL,1
1316YKGREEN-3XL,41
1316YKGREEN-4XL,9
1316YKGREEN-5XL,1
1316YKGREEN-L,109
1316YKGREEN-M,224
1316YKGREEN-S,177
1316YKGREEN-XL,96
1316YKGREEN-XS,36
1316YKGREEN-XXL,140
1317YKBLUE-3XL,1
1317YKBLUE-4XL,22
1317YKBLUE-5XL,26
1317YKBLUE-6XL,17
1317YKBLUE-7XL,13
1317YKBLUE-8XL,6
1317YKBLUE-L,17
1317YKBLUE-M,38
1317YKBLUE-S,8
1317YKBLUE-XL,28
1317YKBLUE-XS,5
1317YKBLUE-XXL,51
1318YKYELLOW-3XL,0
1318YKYELLOW-4XL,0
1318YKYELLOW-5XL,0
1318YKYELLOW-L,0
1318YKYELLOW-M,0
1318YKYELLOW-S,0
1318YKYELLOW-XL,0
1318YKYELLOW-XXL,0
1319YKMAROON-3XL,0
1319YKMAROON-4XL,0
1319YKMAROON-5XL,0
1319YKMAROON-L,0
1319YKMAROON-M,0
1319YKMAROON-S,0
1319YKMAROON-XL,0
1319YKMAROON-XS,0
1319YKMAROON-XXL,0
131YK257BROWN-L,0
131YK257BROWN-M,0
131YK257BROWN-XL,0
131YK257BROWN-XXL,0
1320YKMUSTARD-3XL,4
1320YKMUSTARD-4XL,5
1320YKMUSTARD-5XL,6
1320YKMUSTARD-L,8
1320YKMUSTARD-M,6
1320YKMUSTARD-S,1
1320YKMUSTARD-XL,7
1320YKMUSTARD-XS,2
1320YKMUSTARD-XXL,1
1321YKGREEN-3XL,0
1321YKGREEN-4XL,0
1321YKGREEN-5XL,0
1321YKGREEN-L,0
1321YKGREEN-M,0
1321YKGREEN-S,0
1321YKGREEN-XL,1
1321YKGREEN-XXL,0
1322YKBLUE-5XL,0
1322YKBLUE-L,0
1322YKBLUE-M,0
1322YKBLUE-S,0
1322YKBLUE-XL,0
1322YKBLUE-XXL,0
1323YKTEAL-3XL,165
1323YKTEAL-4XL,187
1323YKTEAL-5XL,199
1323YKTEAL-6XL,90
1323YKTEAL-7XL,27
1323YKTEAL-8XL,79
1323YKTEAL-L,58
1323YKTEAL-M,56
1323YKTEAL-S,60
1323YKTEAL-XL,95
1323YKTEAL-XS,15
1323YKTEAL-XXL,109
1324YKGREEN-3XL,0
1324YKGREEN-4XL,0
1324YKGREEN-5XL,0
1324YKGREEN-L,0
1324YKGREEN-M,0
1324YKGREEN-S,0
1324YKGREEN-XL,0
1324YKGREEN-XXL,0
1325YKMULTI-3XL,1
1325YKMULTI-4XL,12
1325YKMULTI-5XL,6
1325YKMULTI-6XL,33
1325YKMULTI-7XL,1
1325YKMULTI-8XL,10
1325YKMULTI-L,40
1325YKMULTI-M,35
1325YKMULTI-S,24
1325YKMULTI-XL,10
1325YKMULTI-XS,4
1325YKMULTI-XXL,12
1326YKBLUE-3XL,0
1326YKBLUE-L,1
1326YKBLUE-M,0
1326YKBLUE-S,0
1326YKBLUE-XL,1
1326YKBLUE-XXL,0
1327YKMULTI-L,27
1327YKMULTI-M,11
1327YKMULTI-S,7
1327YKMULTI-XL,24
1327YKMULTI-XS,3
1327YKMULTI-XXL,24
1328YKBLUE-3XL,0
1328YKBLUE-4XL,0
1328YKBLUE-5XL,0
1328YKBLUE-L,0
1328YKBLUE-M,0
1328YKBLUE-S,0
1328YKBLUE-XL,0
1328YKBLUE-XXL,0
1329YKYELLOW-L,0
1329YKYELLOW-M,0
1329YKYELLOW-S,0
1329YKYELLOW-XL,0
1329YKYELLOW-XXL,0
132YK252MUSTARD-L,0
132YK252MUSTARD-M,0
132YK252MUSTARD-S,1
132YK252MUSTARD-XL,0
132YK252MUSTARD-XXL,0
1330YKBLUE-3XL,25
1330YKBLUE-4XL,105
1330YKBLUE-5XL,20
1330YKBLUE-6XL,11
1330YKBLUE-7XL,29
1330YKBLUE-8XL,67
1330YKBLUE-L,78
1330YKBLUE-M,8
1330YKBLUE-S,57
1330YKBLUE-XL,51
1330YKBLUE-XS,7
1330YKBLUE-XXL,105
1331YKORANGE-L,2
1331YKORANGE-M,2
1331YKORANGE-S,2
1331YKORANGE-XL,1
1331YKORANGE-XS,1
1331YKORANGE-XXL,1
1332YKKHAKI-3XL,1
1332YKKHAKI-4XL,1
1332YKKHAKI-5XL,4
1332YKKHAKI-6XL,3
1332YKKHAKI-7XL,4
1332YKKHAKI-8XL,2
1332YKKHAKI-L,4
1332YKKHAKI-M,17
1332YKKHAKI-S,7
1332YKKHAKI-XL,18
1332YKKHAKI-XS,0
1332YKKHAKI-XXL,3
1333YKBLUE-L,0
1333YKBLUE-M,2
1333YKBLUE-S,11
1333YKBLUE-XL,0
1333YKBLUE-XS,0
1333YKBLUE-XXL,0
1334YKWHITE-3XL,0
1334YKWHITE-4XL,0
1334YKWHITE-5XL,0
1334YKWHITE-L,26
1334YKWHITE-M,30
1334YKWHITE-S,7
1334YKWHITE-XL,9
1334YKWHITE-XXL,4
1335YKGREEN-3XL,5
1335YKGREEN-L,0
1335YKGREEN-M,0
1335YKGREEN-S,1
1335YKGREEN-XL,0
1335YKGREEN-XXL,0
1336YKBLACK-3XL,28
1336YKBLACK-4XL,48
1336YKBLACK-5XL,30
1336YKBLACK-6XL,25
1336YKBLACK-7XL,31
1336YKBLACK-8XL,41
1336YKBLACK-L,79
1336YKBLACK-M,79
1336YKBLACK-S,41
1336YKBLACK-XL,99
1336YKBLACK-XS,1
1336YKBLACK-XXL,101
1337YKRED-3XL,0
1337YKRED-4XL,2
1337YKRED-5XL,2
1337YKRED-6XL,0
1337YKRED-7XL,0
1337YKRED-8XL,1
1337YKRED-L,2
1337YKRED-M,9
1337YKRED-S,6
1337YKRED-XL,2
1337YKRED-XS,6
1337YKRED-XXL,0
1338DPT9BLACK-3XL,44
1338DPT9BLACK-4XL,44
1338DPT9BLACK-5XL,44
1338DPT9BLACK-6XL,36
1338DPT9BLACK-7XL,41
1338DPT9BLACK-8XL,39
1338DPT9BLACK-L,21
1338DPT9BLACK-M,44
1338DPT9BLACK-S,2
1338DPT9BLACK-XL,27
1338DPT9BLACK-XS,8
1338DPT9BLACK-XXL,44
1338YKBLACK-3XL,111
1338YKBLACK-4XL,74
1338YKBLACK-5XL,143
1338YKBLACK-6XL,42
1338YKBLACK-7XL,45
1338YKBLACK-8XL,46
1338YKBLACK-L,27
1338YKBLACK-M,56
1338YKBLACK-S,6
1338YKBLACK-XL,31
1338YKBLACK-XS,11
1338YKBLACK-XXL,89
1339YKBLUE-L,0
1339YKBLUE-M,0
1339YKBLUE-S,0
1339YKBLUE-XL,0
1339YKBLUE-XS,0
1339YKBLUE-XXL,0
133YK224BLUE-L,0
1340YKMULTI-3XL,20
1340YKMULTI-4XL,51
1340YKMULTI-5XL,1
1340YKMULTI-L,63
1340YKMULTI-M,31
1340YKMULTI-S,43
1340YKMULTI-XL,87
1340YKMULTI-XS,15
1340YKMULTI-XXL,29
1341YKGREEN-3XL,41
1341YKGREEN-4XL,15
1341YKGREEN-5XL,37
1341YKGREEN-6XL,19
1341YKGREEN-7XL,31
1341YKGREEN-8XL,32
1341YKGREEN-L,55
1341YKGREEN-M,27
1341YKGREEN-S,30
1341YKGREEN-XL,20
1341YKGREEN-XS,19
1341YKGREEN-XXL,34
1342YKBLUE-3XL,0
1342YKBLUE-4XL,0
1342YKBLUE-5XL,0
1342YKBLUE-L,0
1342YKBLUE-M,0
1342YKBLUE-S,0
1342YKBLUE-XL,0
1342YKBLUE-XXL,0
1343YKBLUE-3XL,0
1343YKBLUE-4XL,4
1343YKBLUE-5XL,4
1343YKBLUE-6XL,1
1343YKBLUE-7XL,7
1343YKBLUE-8XL,12
1343YKBLUE-L,11
1343YKBLUE-M,17
1343YKBLUE-S,10
1343YKBLUE-XL,1
1343YKBLUE-XS,20
1343YKBLUE-XXL,1
1344YKMAROON-3XL,0
1344YKMAROON-4XL,0
1344YKMAROON-5XL,0
1344YKMAROON-L,0
1344YKMAROON-M,0
1344YKMAROON-S,3
1344YKMAROON-XL,0
1344YKMAROON-XXL,0
1345YKBLACK-L,0
1345YKBLACK-M,0
1345YKBLACK-S,0
1345YKBLACK-XL,0
1347YKPINK-3XL,0
1347YKPINK-4XL,0
1347YKPINK-5XL,0
1347YKPINK-L,1
1347YKPINK-M,2
1347YKPINK-S,12
1347YKPINK-XL,1
1347YKPINK-XS,0
1347YKPINK-XXL,1
1348YKMULTI-3XL,11
1348YKMULTI-L,9
1348YKMULTI-M,9
1348YKMULTI-S,7
1348YKMULTI-XL,3
1348YKMULTI-XS,0
1348YKMULTI-XXL,71
1349YKMUSTARD-3XL,0
1349YKMUSTARD-4XL,0
1349YKMUSTARD-5XL,0
1349YKMUSTARD-L,12
1349YKMUSTARD-M,28
1349YKMUSTARD-S,21
1349YKMUSTARD-XL,5
1349YKMUSTARD-XS,5
1349YKMUSTARD-XXL,1
134YK131MULTI-S,0
1350YKMUSTARD-3XL,2
1350YKMUSTARD-4XL,0
1350YKMUSTARD-5XL,3
1350YKMUSTARD-L,3
1350YKMUSTARD-M,5
1350YKMUSTARD-S,14
1350YKMUSTARD-XL,0
1350YKMUSTARD-XXL,0
1351YKBLUE-3XL,6
1351YKBLUE-4XL,41
1351YKBLUE-5XL,3
1351YKBLUE-L,6
1351YKBLUE-M,78
1351YKBLUE-S,23
1351YKBLUE-XL,11
1351YKBLUE-XS,5
1351YKBLUE-XXL,163
1352YKBLUE-L,0
1352YKBLUE-M,0
1352YKBLUE-S,1
1352YKBLUE-XL,0
1352YKBLUE-XXL,0
1353YKBLACK-3XL,0
1353YKBLACK-4XL,0
1353YKBLACK-5XL,0
1353YKBLACK-L,0
1353YKBLACK-M,0
1353YKBLACK-S,0
