OMS_SKU,2026-07-30
1134YKPINK-S,0
1134YKPINK-XL,0
1134YKPINK-XXL,0
1135YKMUSTARD-L,0
1135YKMUSTARD-M,0
1135YKMUSTARD-S,1
1135YKMUSTARD-XL,0
1135YKMUSTARD-XXL,0
1136YKWHITE-L,0
1136YKWHITE-M,0
1136YKWHITE-S,0
1137YKBLUE-L,0
1137YKBLUE-M,0
1137YKBLUE-S,0
1137YKBLUE-XL,0
1137YKBLUE-XXL,0
1138YKMULTI-L,0
1138YKMULTI-M,0
1138YKMULTI-S,1
1138YKMULTI-XL,0
1139YKRED-L,0
1139YKRED-M,0
1139YKRED-S,0
1139YKRED-XL,0
113YK242TUR-XXL,0
1140YKYELLOW-L,0
1140YKYELLOW-M,0
1140YKYELLOW-S,0
1140YKYELLOW-XXL,0
1141YKCMB5012-4XL,0
1141YKCMB5012-5XL,0
1141YKCMB5012-L,0
1141YKCMB5012-L_MYNTRA,0
1141YKCMB5012-M,0
1141YKCMB5012-M_MYNTRA,0
1141YKCMB5012-S,0
1141YKCMB5012-S_MYNTRA,0
1141YKCMB5012-XL,0
1141YKCMB5012-XL_MYNTRA,0
1141YKCMB5012-XXL,0
1141YKMB5012-S,0
1141YKSKYBLUE-L,0
1141YKSKYBLUE-M,0
1141YKSKYBLUE-S,1
1141YKSKYBLUE-XL,0
1141YKSKYBLUE-XXL,0
1142YKCMB5010-3XL,0
1142YKCMB5010-4XL,0
1142YKCMB5010-5XL,0
1142YKCMB5010-L,0
1142YKCMB5010-L_MYNTRA,0
1142YKCMB5010-M,0
1142YKCMB5010-M_MYNTRA,0
1142YKCMB5010-S,0
1142YKCMB5010-S_MYNTRA,0
1142YKCMB5010-XL,0
1142YKCMB5010-XL_MYNTRA,0
1142YKCMB5010-XXL,0
1142YKCMB5010-XXL_MYNTRA,0
1142YKPINK-3XL,0
1142YKPINK-4XL,0
1142YKPINK-5XL,0
1142YKPINK-L,0
1142YKPINK-M,0
1142YKPINK-S,0
1142YKPINK-XL,0
1142YKPINK-XXL,0
1143YKCMB5012-3XL,0
1143YKCMB5012-3XL_MYNTRA,0
1143YKCMB5012-4XL,0
1143YKCMB5012-4XL_MYNTRA,0
1143YKCMB5012-5XL,0
1143YKCMB5012-5XL_MYNTRA,0
1143YKCMB5012-L,0
1143YKCMB5012-L_MYNTRA,0
1143YKCMB5012-M,0
1143YKCMB5012-M_MYNTRA,0
1143YKCMB5012-S,0
1143YKCMB5012-S_MYNTRA,0
1143YKCMB5012-XL,0
1143YKCMB5012-XL_MYNTRA,0
1143YKCMB5012-XXL,0
1143YKCMB5012-XXL_MYNTRA,0
1143YKGREEN-L,0
1143YKGREEN-M,2
1143YKGREEN-S,4
1143YKGREEN-XL,0
1143YKGREEN-XXL,0
1143YKMB5012-S,0
1144YKCMB5012-L,0
1144YKCMB5012-L_MYNTRA,0
1144YKCMB5012-M,0
1144YKCMB5012-M_MYNTRA,0
1144YKCMB5012-S,0
1144YKCMB5012-S_MYNTRA,0
1144YKCMB5012-XL,0
1144YKCMB5012-XL_MYNTRA,0
1144YKCMB5012-XXL,0
1144YKCMB5012-XXL_MYNTRA,0
1144YKMB5012-S,0
1144YKWHITE-L,-1
1144YKWHITE-M,0
1144YKWHITE-S,0
1144YKWHITE-XL,0
1144YKWHITE-XXL,0
1145YKBLACK-L,0
1145YKBLACK-S,0
1145YKBLACK-XL,0
1145YKBLACK-XXL,0
1145YKCMB5012-L,0
1145YKCMB5012-L_MYNTRA,0
1145YKCMB5012-M,0
1145YKCMB5012-M_MYNTRA,0
1145YKCMB5012-S,0
1145YKCMB5012-S_MYNTRA,0
1145YKCMB5012-XL,0
1145YKCMB5012-XL_MYNTRA,0
1145YKCMB5012-XXL,0
1145YKCMB5012-XXL_MYNTRA,0
1146YKMAROON-3XL,0
1146YKMAROON-4XL,0
1146YKMAROON-5XL,0
1146YKMAROON-L,1
1146YKMAROON-M,0
1146YKMAROON-S,0
1146YKMAROON-XL,0
1146YKMAROON-XXL,0
1147YKBANDJ-3XL,0
1147YKBANDJ-4XL,0
1147YKBANDJ-L,0
1147YKBANDJ-M,0
1147YKBANDJ-S,0
1147YKCMB5017-3XL,0
1147YKCMB5017-4XL,0
1147YKCMB5017-5XL,0
1147YKCMB5017-5XL_MYNTRA,0
1147YKCMB5017-L,0
1147YKCMB5017-L_MYNTRA,0
1147YKCMB5017-M,0
1147YKCMB5017-M_MYNTRA,0
1147YKCMB5017-S,0
1147YKCMB5017-S_MYNTRA,0
1147YKCMB5017-XL,0
1147YKCMB5017-XL_MYNTRA,0
1147YKCMB5017-XXL,0
1147YKCMB5017-XXL_MYNTRA,0
1148YKGREEN-L,0
1148YKGREEN-M,0
1148YKGREEN-S,0
1148YKGREEN-XL,0
1149YKPINK-L,0
1149YKPINK-M,1
1149YKPINK-S,9
1149YKPINK-XL,0
114YK243BLUE-L,0
114YK243BLUE-M,1
114YK243BLUE-S,0
114YK243BLUE-XL,0
114YK243BLUE-XXL,2
1150YKGREY-L,1
1150YKGREY-M,0
1150YKGREY-S,0
1150YKGREY-XL,0
1150YKGREY-XXL,0
1151YKBLUE-3XL,0
1151YKBLUE-5XL,0
1151YKBLUE-L,0
1151YKBLUE-M,0
1151YKBLUE-S,0
1151YKBLUE-XL,0
1151YKBLUE-XXL,0
1152YKCMB5012-L,0
1152YKCMB5012-M,0
1152YKCMB5012-S,0
1152YKCMB5012-XL,0
1152YKWHITE-L,0
1152YKWHITE-M,0
1152YKWHITE-S,0
1152YKWHITE-XL,0
1153YKCMB5016-L,0
1153YKCMB5016-M,0
1153YKCMB5016-S,0
1153YKCMB5016-XL,0
1153YKPINK-L,0
1153YKPINK-M,0
1153YKPINK-S,0
1153YKPINK-XL,0
1154YKBLACK-L,0
1154YKBLACK-M,0
1154YKBLACK-S,0
1154YKBLACK-XL,0
1155YKGREEN-3XL,0
1155YKGREEN-L,0
1155YKGREEN-M,0
1155YKGREEN-S,0
1155YKGREEN-XL,0
1155YKGREEN-XXL,0
1156YKGREEN-L,0
1156YKGREEN-M,0
1156YKGREEN-S,0
1156YKGREEN-XL,0
1156YKGREEN-XXL,-1
1157YKCMB5006-L,0
1157YKCMB5006-L_MYNTRA,0
1157YKCMB5006-M,0
1157YKCMB5006-M_MYNTRA,0
1157YKCMB5006-S,0
1157YKCMB5006-S_MYNTRA,0
1157YKCMB5006-XL,0
1157YKCMB5006-XL_MYNTRA,0
1157YKCMB5006-XXL,0
1157YKCMB5006-XXL_MYNTRA,0
1157YKMAROON-3XL,0
1157YKMAROON-5XL,0
1157YKMAROON-L,0
1157YKMAROON-M,0
1157YKMAROON-S,0
1157YKMAROON-XL,0
1157YKMAROON-XXL,0
1157YKMB5006-XXL,0
1158YKGREEN-3XL,41
1158YKGREEN-4XL,28
1158YKGREEN-5XL,65
1158YKGREEN-6XL,55
1158YKGREEN-7XL,43
1158YKGREEN-8XL,88
1158YKGREEN-L,23
1158YKGREEN-M,42
1158YKGREEN-S,46
1158YKGREEN-XL,55
1158YKGREEN-XS,18
1158YKGREEN-XXL,76
1159YKBLUE-3XL,0
1159YKBLUE-5XL,0
1159YKBLUE-L,0
1159YKBLUE-M,0
1159YKBLUE-S,0
1159YKBLUE-XL,0
1159YKBLUE-XXL,0
115YK243BROWN-L,0
115YK243BROWN-M,1
115YK243BROWN-S,1
115YK243BROWN-XL,1
115YK243BROWN-XXL,0
1160YKGREEN-L,0
1160YKGREEN-M,0
1160YKGREEN-S,1
1160YKGREEN-XL,0
1160YKGREEN-XXL,0
1161YKTURQ-L,0
1161YKTURQ-M,2
1161YKTURQ-S,5
1161YKTURQ-XL,0
1161YKTURQ-XS,4
1162YKMAROON-3XL,60
1162YKMAROON-4XL,93
1162YKMAROON-5XL,53
1162YKMAROON-6XL,23
1162YKMAROON-7XL,22
1162YKMAROON-8XL,21
1162YKMAROON-L,127
1162YKMAROON-M,124
1162YKMAROON-S,78
1162YKMAROON-XL,38
1162YKMAROON-XS,26
1162YKMAROON-XXL,101
1163YKBLUE-L,0
1163YKBLUE-M,0
1163YKBLUE-S,0
1163YKBLUE-XL,0
1163YKBLUE-XXL,0
1164YKBLACK-3XL,2
1164YKBLACK-4XL,1
1164YKBLACK-5XL,4
1164YKBLACK-6XL,5
1164YKBLACK-7XL,13
1164YKBLACK-8XL,42
1164YKBLACK-L,1
1164YKBLACK-M,1
1164YKBLACK-S,0
1164YKBLACK-XL,14
1164YKBLACK-XS,12
1164YKBLACK-XXL,0
1165YKBLACK-L,0
1165YKBLACK-M,1
1165YKBLACK-S,6
1165YKBLACK-XL,0
1165YKBLACK-XXL,0
1166YKBLUE-5XL,0
1166YKBLUE-L,0
1166YKBLUE-M,0
1166YKBLUE-S,0
1166YKBLUE-XL,0
1166YKBLUE-XXL,0
1167YKBLUE-L,0
1167YKBLUE-M,0
1167YKBLUE-S,0
1167YKBLUE-XL,1
1167YKBLUE-XS,0
1168YKTEAL-L,15
1168YKTEAL-M,3
1168YKTEAL-S,0
1168YKTEAL-XL,4
1168YKTEAL-XXL,9
1169YKBLUE-3XL,0
1169YKBLUE-L,0
1169YKBLUE-M,0
1169YKBLUE-S,2
1169YKBLUE-XL,0
1169YKBLUE-XS,0
1169YKBLUE-XXL,0
116YK244BLUE-L,0
116YK244BLUE-XL,0
116YK244BLUE-XXL,1
1170YKCMB5018-3XL,0
1170YKCMB5018-3XL_MYNTRA,0
1170YKCMB5018-4XL,0
1170YKCMB5018-4XL_MYNTRA,0
1170YKCMB5018-5XL,0
1170YKCMB5018-5XL_MYNTRA,0
1170YKCMB5018-L,1
1170YKCMB5018-L_MYNTRA,0
1170YKCMB5018-M,0
1170YKCMB5018-M_MYNTRA,0
1170YKCMB5018-S,0
1170YKCMB5018-S_MYNTRA,0
1170YKCMB5018-XL,0
1170YKCMB5018-XL_MYNTRA,0
1170YKCMB5018-XXL,0
1170YKCMB5018-XXL_MYNTRA,0
1170YKMB5018-L,0
1170YKYELLOW-3XL,0
1170YKYELLOW-4XL,0
1170YKYELLOW-5XL,0
1170YKYELLOW-L,1
1170YKYELLOW-M,3
1170YKYELLOW-S,4
1170YKYELLOW-XL,1
1170YKYELLOW-XXL,0
1171YKBLUE-3XL,0
1171YKBLUE-L,0
1171YKBLUE-M,0
1171YKBLUE-S,0
1171YKBLUE-XL,0
1171YKBLUE-XXL,0
1172YKCMB5018-3XL,0
1172YKCMB5018-3XL_MYNTRA,0
1172YKCMB5018-4XL,0
1172YKCMB5018-4XL_MYNTRA,0
1172YKCMB5018-5XL,0
1172YKCMB5018-5XL_MYNTRA,0
1172YKCMB5018-L,0
1172YKCMB5018-L_MYNTRA,0
1172YKCMB5018-M,0
1172YKCMB5018-M_MYNTRA,0
1172YKCMB5018-S,0
1172YKCMB5018-S_MYNTRA,0
1172YKCMB5018-XL,0
1172YKCMB5018-XL_MYNTRA,0
1172YKCMB5018-XXL,0
1172YKCMB5018-XXL_MYNTRA,0
1172YKMB5018-XL,0
1172YKMB5018-XXL,0
1172YKOLIVE-3XL,43
1172YKOLIVE-4XL,2
1172YKOLIVE-5XL,3
1172YKOLIVE-L,12
1172YKOLIVE-M,17
1172YKOLIVE-S,39
1172YKOLIVE-XL,18
1172YKOLIVE-XXL,4
1173YKBLACK-L,0
1173YKBLACK-S,0
1173YKBLACK-XL,0
1174YKBLACK-S,0
1175YKMULTI-L,0
1175YKMULTI-M,0
1175YKMULTI-S,0
1175YKMULTI-XL,0
1176YKPINK-L,0
1176YKPINK-M,0
1176YKPINK-S,0
1176YKPINK-XL,0
1176YKPINK-XXL,0
1177YKPINK-5XL,0
1177YKPINK-L,0
1177YKPINK-M,1
1177YKPINK-S,0
1177YKPINK-XL,0
1177YKPINK-XXL,0
1178YKWHITE-L,0
1178YKWHITE-M,0
1178YKWHITE-S,0
1179YKGREEN-L,0
1179YKGREEN-M,0
1179YKGREEN-S,1
1179YKGREEN-XL,0
1179YKGREEN-XXL,0
117YK244BROWN-L,0
117YK244BROWN-M,0
117YK244BROWN-S,4
117YK244BROWN-XL,0
117YK244BROWN-XXL,0
1180YKYELLOW-L,2
1180YKYELLOW-M,0
1180YKYELLOW-S,0
1180YKYELLOW-XL,0
1180YKYELLOW-XXL,0
1181YKPINK-3XL,0
1181YKPINK-L,2
1181YKPINK-M,2
1181YKPINK-S,11
1181YKPINK-XL,1
1181YKPINK-XXL,0
1182YKGREEN-3XL,0
1182YKGREEN-L,0
1182YKGREEN-S,1
1183YKORANGE-L,0
1183YKORANGE-M,0
1183YKORANGE-S,0
1183YKORANGE-XL,0
1183YKORANGE-XXL,0
1184YKBLUEPANT-L,0
1184YKBLUEPANT-M,0
1184YKBLUEPANT-S,0
1184YKBLUEPANT-XL,0
1184YKBLUEPANT-XXL,0
1184YKGREEN-L,0
1184YKGREEN-M,0
1184YKGREEN-S,0
1184YKGREEN-XL,0
1184YKGREEN-XS,0
1184YKGREEN-XXL,0
1185YKSKYBLUE-L,0
1185YKSKYBLUE-M,0
1185YKSKYBLUE-S,0
1185YKSKYBLUE-XL,0
1185YKSKYBLUE-XXL,0
1186YKBLUE-L,20
1186YKBLUE-M,19
1186YKBLUE-S,20
1186YKBLUE-XL,38
1186YKBLUE-XXL,44
1187YKPINK-3XL,50
1187YKPINK-4XL,41
1187YKPINK-5XL,21
1187YKPINK-6XL,68
1187YKPINK-7XL,34
1187YKPINK-8XL,43
1187YKPINK-L,90
1187YKPINK-M,47
1187YKPINK-S,36
1187YKPINK-XL,47
1187YKPINK-XS,37
1187YKPINK-XXL,71
1188YKPINK-3XL,17
1188YKPINK-4XL,15
1188YKPINK-5XL,10
1188YKPINK-6XL,8
1188YKPINK-7XL,4
1188YKPINK-8XL,10
1188YKPINK-L,56
1188YKPINK-M,75
1188YKPINK-S,58
1188YKPINK-XL,132
1188YKPINK-XS,12
1188YKPINK-XXL,45
1189YKMAROON-3XL,3
1189YKMAROON-4XL,8
1189YKMAROON-5XL,8
1189YKMAROON-6XL,4
1189YKMAROON-7XL,2
1189YKMAROON-8XL,46
1189YKMAROON-L,3
1189YKMAROON-M,6
1189YKMAROON-S,4
1189YKMAROON-XL,14
1189YKMAROON-XS,4
1189YKMAROON-XXL,8
1190YKMULTI-3XL,3
1190YKMULTI-4XL,0
1190YKMULTI-5XL,0
1190YKMULTI-L,0
1190YKMULTI-M,7
1190YKMULTI-S,23
1190YKMULTI-XL,1
1190YKMULTI-XS,9
1190YKMULTI-XXL,1
1190YKMULTI-XXL_MYNTRA,0
1191YKYELLOW-L,0
1191YKYELLOW-M,0
1191YKYELLOW-S,1
1191YKYELLOW-XL,0
1191YKYELLOW-XS,0
1191YKYELLOW-XXL,0
1192YKBLUE-3XL,0
1192YKBLUE-4XL,0
1192YKBLUE-5XL,0
1192YKBLUE-L,0
1192YKBLUE-M,2
1192YKBLUE-S,3
1192YKBLUE-XL,0
1192YKBLUE-XS,0
1192YKBLUE-XXL,0
1193YKSEAGREEN-5XL,0
1193YKSEAGREEN-L,32
1193YKSEAGREEN-M,22
1193YKSEAGREEN-S,13
1193YKSEAGREEN-XL,22
1193YKSEAGREEN-XXL,30
1194YKSKYBLUE-L,0
1194YKSKYBLUE-M,0
1194YKSKYBLUE-S,3
1194YKSKYBLUE-XL,0
1194YKSKYBLUE-XXL,0
1195YKORANGE-3XL,0
1195YKORANGE-4XL,0
1195YKORANGE-5XL,0
1195YKORANGE-L,0
1195YKORANGE-M,0
1195YKORANGE-S,14
1195YKORANGE-XL,0
1195YKORANGE-XS,2
1195YKORANGE-XXL,0
1197YKGREEN-3XL,3
1197YKGREEN-4XL,78
1197YKGREEN-5XL,3
1197YKGREEN-6XL,5
1197YKGREEN-7XL,5
1197YKGREEN-8XL,22
1197YKGREEN-L,0
1197YKGREEN-M,0
1197YKGREEN-S,3
1197YKGREEN-XL,0
1197YKGREEN-XS,7
1197YKGREEN-XXL,2
1198YKBLACK-3XL,14
1198YKBLACK-4XL,7
1198YKBLACK-5XL,20
1198YKBLACK-L,17
1198YKBLACK-M,4
1198YKBLACK-S,4
1198YKBLACK-XL,4
1198YKBLACK-XS,13
1198YKBLACK-XXL,17
1199YKYELLOW-L,0
1199YKYELLOW-M,1
1199YKYELLOW-S,1
1199YKYELLOW-XL,0
1199YKYELLOW-XXL,2
119KD148YELLOW-11-12,11
119KD148YELLOW-13-14,11
119KD148YELLOW-7-8,33
119KD148YELLOW-9-10,14
119YK148YELLOW-3XL,0
119YK148YELLOW-4XL,0
119YK148YELLOW-5XL,0
119YK148YELLOW-L,0
119YK148YELLOW-M,0
119YK148YELLOW-S,1
119YK148YELLOW-XL,0
119YK148YELLOW-XS,17
119YK148YELLOW-XXL,0
11YK159BLUE-L,0
11YK159BLUE-M,2
11YK159BLUE-S,1
11YK159BLUE-XL,0
11YK159BLUE-XXL,4
1200YKMUSTARD-3XL,0
1200YKMUSTARD-4XL,0
1200YKMUSTARD-5XL,0
1200YKMUSTARD-L,0
1200YKMUSTARD-M,0
1200YKMUSTARD-S,0
1200YKMUSTARD-XL,0
1200YKMUSTARD-XXL,0
1201YKGREY-3XL,2
1201YKGREY-4XL,0
1201YKGREY-5XL,0
1201YKGREY-L,5
1201YKGREY-M,13
1201YKGREY-S,9
1201YKGREY-XL,3
1201YKGREY-XS,4
1201YKGREY-XXL,10
1202YKBLUE-3XL,144
1202YKBLUE-4XL,148
1202YKBLUE-5XL,244
1202YKBLUE-6XL,117
1202YKBLUE-7XL,55
1202YKBLUE-8XL,72
1202YKBLUE-L,71
1202YKBLUE-M,68
1202YKBLUE-S,44
1202YKBLUE-XL,78
1202YKBLUE-XS,13
1202YKBLUE-XXL,84
1203YKBLUE-L,0
1203YKBLUE-M,0
1203YKBLUE-S,0
1203YKBLUE-XL,0
1203YKBLUE-XXL,0
1204YKGREEN-L,1
1204YKGREEN-M,2
1204YKGREEN-S,11
1204YKGREEN-XL,2
1204YKGREEN-XXL,1
1205YKBLUE-3XL,1
1205YKBLUE-4XL,0
1205YKBLUE-5XL,0
1205YKBLUE-L,22
1205YKBLUE-M,12
1205YKBLUE-S,11
1205YKBLUE-XL,15
1205YKBLUE-XS,0
1205YKBLUE-XXL,40
1205YKBLUE-XXS,0
1206YKWHITE-3XL,0
1206YKWHITE-4XL,0
1206YKWHITE-5XL,0
1206YKWHITE-L,2
1206YKWHITE-M,1
1206YKWHITE-S,0
1206YKWHITE-XL,1
1206YKWHITE-XS,0
1206YKWHITE-XXL,3
1207YKBLUE-L,27
1207YKBLUE-M,25
1207YKBLUE-S,20
1207YKBLUE-XL,28
1207YKBLUE-XXL,13
1208YKBLUE-L,0
1208YKBLUE-M,0
1208YKBLUE-S,0
1208YKBLUE-XL,0
1208YKBLUE-XXL,0
1209YKBLUE-L,0
1209YKBLUE-M,1
1209YKBLUE-S,5
1209YKBLUE-XL,0
1209YKBLUE-XS,8
1210YKORANGE-3XL,0
1210YKORANGE-L,0
1210YKORANGE-M,0
1210YKORANGE-S,0
1210YKORANGE-XL,0
1210YKORANGE-XXL,0
1211YKBLACK-L,16
1211YKBLACK-M,17
1211YKBLACK-S,9
1211YKBLACK-XL,17
1211YKBLACK-XXL,10
1212YKMULTI-L,0
1212YKMULTI-M,1
1212YKMULTI-S,7
1212YKMULTI-XL,0
1212YKMULTI-XS,16
1213YKINDIGO-L,0
1213YKINDIGO-M,0
1213YKINDIGO-S,1
1213YKINDIGO-XL,0
1213YKINDIGO-XXL,0
1214YKTEAL-3XL,0
1214YKTEAL-4XL,0
1214YKTEAL-5XL,0
1214YKTEAL-L,0
1214YKTEAL-M,0
1214YKTEAL-S,10
1214YKTEAL-XL,0
1214YKTEAL-XS,15
1214YKTEAL-XXL,0
1215YKRED-3XL,0
1215YKRED-L,1
1215YKRED-M,0
1215YKRED-S,0
1215YKRED-XL,1
1215YKRED-XXL,0
1216YKGREEN-L,1
1216YKGREEN-M,5
1216YKGREEN-S,4
1216YKGREEN-XL,0
1216YKGREEN-XXL,0
1217YKSKYBLUE-L,0
1217YKSKYBLUE-M,0
1217YKSKYBLUE-S,28
1217YKSKYBLUE-XL,0
1217YKSKYBLUE-XS,16
1218YKGREY-5XL,0
1218YKGREY-L,52
1218YKGREY-M,58
1218YKGREY-S,23
1218YKGREY-XL,89
1218YKGREY-XS,6
1218YKGREY-XXL,41
1219YKBLACK-3XL,0
1219YKBLACK-5XL,0
1219YKBLACK-L,26
1219YKBLACK-M,70
1219YKBLACK-S,52
1219YKBLACK-XL,61
1219YKBLACK-XS,8
1219YKBLACK-XXL,65
1219YKBLUE-M,1
121YK192BROWN-L,0
121YK192BROWN-M,0
121YK192BROWN-S,0
121YK192BROWN-XL,0
121YK192BROWN-XXL,0
1220YKWHITE-3XL,13
1220YKWHITE-4XL,2
1220YKWHITE-5XL,22
1220YKWHITE-6XL,6
1220YKWHITE-7XL,4
1220YKWHITE-8XL,14
1220YKWHITE-L,2
1220YKWHITE-M,5
1220YKWHITE-S,3
1220YKWHITE-XL,-2
1220YKWHITE-XS,4
1220YKWHITE-XXL,7
1221YKMUSTARD-3XL,0
1221YKMUSTARD-4XL,0
1221YKMUSTARD-5XL,0
1221YKMUSTARD-L,0
1221YKMUSTARD-M,3
1221YKMUSTARD-S,5
1221YKMUSTARD-XL,0
1221YKMUSTARD-XS,6
1221YKMUSTARD-XXL,0
1222YKBLUE-3XL,17
1222YKBLUE-4XL,31
1222YKBLUE-5XL,102
1222YKBLUE-L,39
1222YKBLUE-M,20
1222YKBLUE-S,40
1222YKBLUE-XL,14
1222YKBLUE-XS,13
1222YKBLUE-XXL,35
1223YKPEACH-3XL,0
1223YKPEACH-4XL,0
1223YKPEACH-5XL,0
1223YKPEACH-L,5
1223YKPEACH-M,17
1223YKPEACH-S,27
1223YKPEACH-XL,0
1223YKPEACH-XS,8
1223YKPEACH-XXL,0
1224YKPINK-3XL,47
1224YKPINK-4XL,47
1224YKPINK-5XL,56
1224YKPINK-6XL,11
1224YKPINK-7XL,18
1224YKPINK-8XL,15
1224YKPINK-L,3
1224YKPINK-M,19
1224YKPINK-S,22
1224YKPINK-XL,32
1224YKPINK-XS,20
1224YKPINK-XXL,41
1225YKTEAL-4XL,0
1225YKTEAL-L,0
1225YKTEAL-M,0
1225YKTEAL-S,0
1225YKTEAL-XL,0
1225YKTEAL-XXL,0
1226YKBLUE-L,-1
1226YKBLUE-M,0
1226YKBLUE-S,0
1226YKBLUE-XL,0
1226YKBLUE-XXL,0
1227YKBLUE-3XL,1
1227YKBLUE-4XL,1
1227YKBLUE-5XL,1
1227YKBLUE-L,1
1227YKBLUE-M,0
1227YKBLUE-S,4
1227YKBLUE-XL,1
1227YKBLUE-XXL,13
1228YKWHITE-3XL,0
1228YKWHITE-4XL,0
1228YKWHITE-5XL,0
1228YKWHITE-L,4
1228YKWHITE-M,6
1228YKWHITE-S,26
1228YKWHITE-XL,0
1228YKWHITE-XS,19
1228YKWHITE-XXL,0
1229YKBLUE-L,0
1229YKBLUE-M,0
1229YKBLUE-S,1
1229YKBLUE-XL,0
1229YKBLUE-XXL,0
122YK194BLUE-L,0
122YK194BLUE-M,0
122YK194BLUE-S,1
1230YKGREEN-L,0
1230YKGREEN-M,0
1230YKGREEN-S,0
1230YKGREEN-XL,0
1230YKGREEN-XXL,0
1231YKPINK-3XL,0
1231YKPINK-4XL,0
1231YKPINK-5XL,0
1231YKPINK-L,0
1231YKPINK-M,2
1231YKPINK-S,2
1231YKPINK-XL,0
1231YKPINK-XXL,0
1232YKGREEN-3XL,0
1232YKGREEN-4XL,0
1232YKGREEN-5XL,0
1232YKGREEN-L,0
1232YKGREEN-M,0
1232YKGREEN-S,7
1232YKGREEN-XL,0
1232YKGREEN-XS,0
1232YKGREEN-XXL,0
1233YKMUSTARD-3XL,0
1233YKMUSTARD-4XL,0
1233YKMUSTARD-5XL,0
1233YKMUSTARD-L,0
1233YKMUSTARD-M,0
1233YKMUSTARD-S,6
1233YKMUSTARD-XL,3
1233YKMUSTARD-XS,8
1233YKMUSTARD-XXL,0
1234DPT20WHITE-3XL,0
1234DPT20WHITE-4XL,0
1234DPT20WHITE-5XL,0
1234DPT20WHITE-6XL,0
1234DPT20WHITE-7XL,1
1234DPT20WHITE-8XL,0
1234DPT20WHITE-L,0
1234DPT20WHITE-M,0
1234DPT20WHITE-S,1
1234DPT20WHITE-XL,0
1234DPT20WHITE-XS,0
1234DPT20WHITE-XXL,0
1234KDOWHITE-11-12,0
1234KDOWHITE-13-14,0
1234KDOWHITE-7-8,2
1234KDOWHITE-9-10,1
1234YKOWHITE-3XL,0
1234YKOWHITE-4XL,0
1234YKOWHITE-5XL,0
1234YKOWHITE-6XL,0
1234YKOWHITE-7XL,1
1234YKOWHITE-8XL,1
1234YKOWHITE-L,0
1234YKOWHITE-M,2
1234YKOWHITE-S,5
1234YKOWHITE-XL,0
1234YKOWHITE-XS,1
1234YKOWHITE-XXL,0
1235YKDENIM-3XL,0
1235YKDENIM-L,0
1235YKDENIM-M,0
1235YKDENIM-S,0
1235YKDENIM-XL,0
1235YKDENIM-XS,0
1235YKDENIM-XXL,0
1236YKPINK-3XL,1
1236YKPINK-4XL,0
1236YKPINK-5XL,0
1236YKPINK-L,14
1236YKPINK-M,18
1236YKPINK-S,10
1236YKPINK-XL,1
1236YKPINK-XS,15
1236YKPINK-XXL,3
1237YKGREEN-3XL,0
1237YKGREEN-L,0
1237YKGREEN-M,0
1237YKGREEN-S,0
1237YKGREEN-XL,0
1237YKGREEN-XXL,0
1238YKWHITE-3XL,1
1238YKWHITE-4XL,0
1238YKWHITE-5XL,0
1238YKWHITE-L,0
1238YKWHITE-M,0
1238YKWHITE-S,7
1238YKWHITE-XL,0
1238YKWHITE-XS,11
1238YKWHITE-XXL,0
1239YKBLACK-L,0
1239YKBLACK-M,0
1239YKBLACK-S,0
1239YKBLACK-XL,0
1239YKBLACK-XXL,0
1240YKBLACK-3XL,0
1240YKBLACK-L,2
1240YKBLACK-M,1
1240YKBLACK-S,23
1240YKBLACK-XL,0
1240YKBLACK-XS,15
1242YKBLUE-3XL,2
1242YKBLUE-4XL,3
1242YKBLUE-5XL,2
1242YKBLUE-L,0
1242YKBLUE-M,0
1242YKBLUE-S,9
1242YKBLUE-XL,0
1242YKBLUE-XS,8
1242YKBLUE-XXL,0
1243YKBLUE-L,0
1243YKBLUE-M,1
1243YKBLUE-S,0
1243YKBLUE-XL,0
1243YKBLUE-XXL,0
1244YKBLACK-3XL,33
1244YKBLACK-4XL,55
1244YKBLACK-5XL,57
1244YKBLACK-6XL,30
1244YKBLACK-7XL,34
1244YKBLACK-8XL,38
1244YKBLACK-L,40
1244YKBLACK-M,42
1244YKBLACK-S,37
1244YKBLACK-XL,14
1244YKBLACK-XS,18
1244YKBLACK-XXL,6
1245YKRED-3XL,7
1245YKRED-4XL,2
1245YKRED-5XL,5
1245YKRED-6XL,0
1245YKRED-7XL,21
1245YKRED-8XL,3
1245YKRED-L,3
1245YKRED-M,0
1245YKRED-S,5
1245YKRED-XL,0
1245YKRED-XS,8
1245YKRED-XXL,3
1246YKPINK-3XL,0
1246YKPINK-4XL,0
1246YKPINK-5XL,0
1246YKPINK-L,0
1246YKPINK-M,0
1246YKPINK-S,0
1246YKPINK-XL,0
1246YKPINK-XS,0
1246YKPINK-XXL,0
1247YKGREEN-3XL,26
1247YKGREEN-4XL,19
1247YKGREEN-5XL,13
1247YKGREEN-L,18
1247YKGREEN-M,28
1247YKGREEN-S,14
1247YKGREEN-XL,5
1247YKGREEN-XS,22
1247YKGREEN-XXL,36
1248YKMAROON-3XL,13
1248YKMAROON-4XL,0
1248YKMAROON-5XL,1
1248YKMAROON-L,2
1248YKMAROON-M,31
1248YKMAROON-S,28
1248YKMAROON-XL,2
1248YKMAROON-XS,7
1248YKMAROON-XXL,15
